# Binning scheme file
# X_pix  Y_pix  binid
 -3.0000  -3.0000      12
 -3.0000  -2.0000       7
 -3.0000  -1.0000       4
 -3.0000   0.0000       5
 -3.0000   1.0000      23
 -3.0000   2.0000      59
 -3.0000   3.0000     222
 -3.0000   4.0000     247
 -3.0000   5.0000     268
 -3.0000   6.0000     298
 -3.0000   7.0000     335
 -3.0000   8.0000     369
 -3.0000   9.0000     413
 -3.0000  10.0000     459
 -3.0000  11.0000     492
 -3.0000  12.0000     571
 -3.0000  13.0000     613
 -3.0000  14.0000     636
 -3.0000  15.0000     636
 -3.0000  16.0000     656
 -3.0000  17.0000     656
 -3.0000  18.0000     656
 -2.0000 -19.0000     525
 -2.0000 -18.0000     525
 -2.0000 -17.0000     374
 -2.0000 -16.0000     374
 -2.0000 -15.0000     374
 -2.0000 -14.0000     290
 -2.0000 -13.0000     290
 -2.0000 -12.0000     226
 -2.0000 -11.0000     213
 -2.0000 -10.0000     205
 -2.0000  -9.0000     198
 -2.0000  -8.0000     192
 -2.0000  -7.0000     101
 -2.0000  -6.0000      83
 -2.0000  -5.0000      43
 -2.0000  -4.0000      19
 -2.0000  -3.0000      10
 -2.0000  -2.0000       6
 -2.0000  -1.0000       2
 -2.0000   0.0000       1
 -2.0000   1.0000      25
 -2.0000   2.0000     121
 -2.0000   3.0000     243
 -2.0000   4.0000     260
 -2.0000   5.0000     279
 -2.0000   6.0000     309
 -2.0000   7.0000     345
 -2.0000   8.0000     382
 -2.0000   9.0000     428
 -2.0000  10.0000     466
 -2.0000  11.0000     497
 -2.0000  12.0000     572
 -2.0000  13.0000     613
 -2.0000  14.0000     636
 -2.0000  15.0000     636
 -2.0000  16.0000     656
 -2.0000  17.0000     656
 -2.0000  18.0000     675
 -1.0000 -20.0000     525
 -1.0000 -19.0000     525
 -1.0000 -18.0000     525
 -1.0000 -17.0000     388
 -1.0000 -16.0000     388
 -1.0000 -15.0000     388
 -1.0000 -14.0000     316
 -1.0000 -13.0000     316
 -1.0000 -12.0000     281
 -1.0000 -11.0000     227
 -1.0000 -10.0000     216
 -1.0000  -9.0000     209
 -1.0000  -8.0000     203
 -1.0000  -7.0000     200
 -1.0000  -6.0000     143
 -1.0000  -5.0000      86
 -1.0000  -4.0000      44
 -1.0000  -3.0000      15
 -1.0000  -2.0000       8
 -1.0000  -1.0000       3
 -1.0000   0.0000       0
 -1.0000   1.0000     221
 -1.0000   2.0000     241
 -1.0000   3.0000     258
 -1.0000   4.0000     276
 -1.0000   5.0000     303
 -1.0000   6.0000     334
 -1.0000   7.0000     360
 -1.0000   8.0000     399
 -1.0000   9.0000     435
 -1.0000  10.0000     471
 -1.0000  11.0000     503
 -1.0000  12.0000     574
 -1.0000  13.0000     615
 -1.0000  14.0000     615
 -1.0000  15.0000     657
 -1.0000  16.0000     657
 -1.0000  17.0000     675
 -1.0000  18.0000     675
  0.0000 -19.0000     532
  0.0000 -18.0000     532
  0.0000 -17.0000     532
  0.0000 -16.0000     388
  0.0000 -15.0000     388
  0.0000 -14.0000     332
  0.0000 -13.0000     332
  0.0000 -12.0000     313
  0.0000 -11.0000     280
  0.0000 -10.0000     232
  0.0000  -9.0000     220
  0.0000  -8.0000     217
  0.0000  -7.0000     212
  0.0000  -6.0000     210
  0.0000  -5.0000     207
  0.0000  -4.0000     208
  0.0000  -3.0000     211
  0.0000  -2.0000     215
  0.0000  -1.0000     218
  0.0000   0.0000     231
  0.0000   1.0000     246
  0.0000   2.0000     262
  0.0000   3.0000     277
  0.0000   4.0000     300
  0.0000   5.0000     327
  0.0000   6.0000     350
  0.0000   7.0000     380
  0.0000   8.0000     422
  0.0000   9.0000     454
  0.0000  10.0000     482
  0.0000  11.0000     520
  0.0000  12.0000     582
  0.0000  13.0000     617
  0.0000  14.0000     617
  0.0000  15.0000     657
  0.0000  16.0000     657
  0.0000  17.0000     675
  0.0000  18.0000     675
  1.0000 -19.0000     532
  1.0000 -18.0000     532
  1.0000 -17.0000     532
  1.0000 -16.0000     436
  1.0000 -15.0000     436
  1.0000 -14.0000     365
  1.0000 -13.0000     365
  1.0000 -12.0000     329
  1.0000 -11.0000     314
  1.0000 -10.0000     288
  1.0000  -9.0000     266
  1.0000  -8.0000     234
  1.0000  -7.0000     230
  1.0000  -6.0000     225
  1.0000  -5.0000     223
  1.0000  -4.0000     224
  1.0000  -3.0000     228
  1.0000  -2.0000     233
  1.0000  -1.0000     245
  1.0000   0.0000     252
  1.0000   1.0000     270
  1.0000   2.0000     283
  1.0000   3.0000     302
  1.0000   4.0000     324
  1.0000   5.0000     341
  1.0000   6.0000     371
  1.0000   7.0000     400
  1.0000   8.0000     431
  1.0000   9.0000     465
  1.0000  10.0000     494
  1.0000  11.0000     553
  1.0000  12.0000     588
  1.0000  13.0000     622
  1.0000  14.0000     622
  1.0000  15.0000     657
  1.0000  16.0000     659
  1.0000  17.0000     659
  1.0000  18.0000     675
  2.0000 -17.0000     532
  2.0000 -16.0000     436
  2.0000 -15.0000     436
  2.0000 -14.0000     386
  2.0000 -13.0000     386
  2.0000 -12.0000     363
  2.0000 -11.0000     333
  2.0000 -10.0000     318
  2.0000  -9.0000     297
  2.0000  -8.0000     284
  2.0000  -7.0000     275
  2.0000  -6.0000     265
  2.0000  -5.0000     261
  2.0000  -4.0000     259
  2.0000  -3.0000     263
  2.0000  -2.0000     267
  2.0000  -1.0000     274
  2.0000   0.0000     282
  2.0000   1.0000     294
  2.0000   2.0000     308
  2.0000   3.0000     328
  2.0000   4.0000     342
  2.0000   5.0000     368
  2.0000   6.0000     396
  2.0000   7.0000     425
  2.0000   8.0000     453
  2.0000   9.0000     479
  2.0000  10.0000     511
  2.0000  11.0000     563
  2.0000  12.0000     597
  2.0000  13.0000     626
  2.0000  14.0000     626
  2.0000  15.0000     633
  2.0000  16.0000     659
  2.0000  17.0000     659
  2.0000  18.0000     659
  3.0000 -17.0000     506
  3.0000 -16.0000     506
  3.0000 -15.0000     506
  3.0000 -14.0000     414
  3.0000 -13.0000     414
  3.0000 -12.0000     385
  3.0000 -11.0000     366
  3.0000 -10.0000     338
  3.0000  -9.0000     326
  3.0000  -8.0000     317
  3.0000  -7.0000     305
  3.0000  -6.0000     296
  3.0000  -5.0000     293
  3.0000  -4.0000     291
  3.0000  -3.0000     292
  3.0000  -2.0000     295
  3.0000  -1.0000     301
  3.0000   0.0000     310
  3.0000   1.0000     322
  3.0000   2.0000     336
  3.0000   3.0000     351
  3.0000   4.0000     370
  3.0000   5.0000     394
  3.0000   6.0000     421
  3.0000   7.0000     445
  3.0000   8.0000     469
  3.0000   9.0000     498
  3.0000  10.0000     543
  3.0000  11.0000     577
  3.0000  12.0000     608
  3.0000  13.0000     608
  3.0000  14.0000     633
  3.0000  15.0000     633
  3.0000  16.0000     659
  3.0000  17.0000     659
  3.0000  18.0000     659
  4.0000 -17.0000     506
  4.0000 -16.0000     506
  4.0000 -15.0000     506
  4.0000 -14.0000     414
  4.0000 -13.0000     415
  4.0000 -12.0000     415
  4.0000 -11.0000     389
  4.0000 -10.0000     372
  4.0000  -9.0000     358
  4.0000  -8.0000     339
  4.0000  -7.0000     331
  4.0000  -6.0000     325
  4.0000  -5.0000     321
  4.0000  -4.0000     319
  4.0000  -3.0000     320
  4.0000  -2.0000     323
  4.0000  -1.0000     330
  4.0000   0.0000     337
  4.0000   1.0000     346
  4.0000   2.0000     361
  4.0000   3.0000     376
  4.0000   4.0000     397
  4.0000   5.0000     420
  4.0000   6.0000     439
  4.0000   7.0000     463
  4.0000   8.0000     486
  4.0000   9.0000     519
  4.0000  10.0000     556
  4.0000  11.0000     591
  4.0000  12.0000     619
  4.0000  13.0000     640
  4.0000  14.0000     640
  4.0000  15.0000     661
  4.0000  16.0000     661
  4.0000  17.0000     661
  5.0000 -17.0000     506
  5.0000 -16.0000     526
  5.0000 -15.0000     526
  5.0000 -14.0000     526
  5.0000 -13.0000     443
  5.0000 -12.0000     443
  5.0000 -11.0000     423
  5.0000 -10.0000     395
  5.0000  -9.0000     383
  5.0000  -8.0000     373
  5.0000  -7.0000     364
  5.0000  -6.0000     357
  5.0000  -5.0000     349
  5.0000  -4.0000     347
  5.0000  -3.0000     348
  5.0000  -2.0000     353
  5.0000  -1.0000     359
  5.0000   0.0000     367
  5.0000   1.0000     375
  5.0000   2.0000     392
  5.0000   3.0000     402
  5.0000   4.0000     424
  5.0000   5.0000     440
  5.0000   6.0000     462
  5.0000   7.0000     484
  5.0000   8.0000     510
  5.0000   9.0000     551
  5.0000  10.0000     579
  5.0000  11.0000     604
  5.0000  12.0000     629
  5.0000  13.0000     629
  5.0000  14.0000     640
  5.0000  15.0000     661
  5.0000  16.0000     661
  6.0000 -16.0000     526
  6.0000 -15.0000     526
  6.0000 -14.0000     534
  6.0000 -13.0000     443
  6.0000 -12.0000     502
  6.0000 -11.0000     450
  6.0000 -10.0000     432
  6.0000  -9.0000     416
  6.0000  -8.0000     398
  6.0000  -7.0000     391
  6.0000  -6.0000     384
  6.0000  -5.0000     379
  6.0000  -4.0000     377
  6.0000  -3.0000     378
  6.0000  -2.0000     381
  6.0000  -1.0000     387
  6.0000   0.0000     393
  6.0000   1.0000     401
  6.0000   2.0000     419
  6.0000   3.0000     430
  6.0000   4.0000     449
  6.0000   5.0000     467
  6.0000   6.0000     485
  6.0000   7.0000     509
  6.0000   8.0000     542
  6.0000   9.0000     568
  6.0000  10.0000     595
  6.0000  11.0000     620
  6.0000  12.0000     620
  6.0000  13.0000     641
  6.0000  14.0000     641
  6.0000  15.0000     661
  6.0000  16.0000     661
  7.0000 -15.0000     534
  7.0000 -14.0000     534
  7.0000 -13.0000     534
  7.0000 -12.0000     502
  7.0000 -11.0000     507
  7.0000 -10.0000     464
  7.0000  -9.0000     444
  7.0000  -8.0000     434
  7.0000  -7.0000     426
  7.0000  -6.0000     417
  7.0000  -5.0000     411
  7.0000  -4.0000     409
  7.0000  -3.0000     410
  7.0000  -2.0000     412
  7.0000  -1.0000     418
  7.0000   0.0000     427
  7.0000   1.0000     433
  7.0000   2.0000     446
  7.0000   3.0000     458
  7.0000   4.0000     474
  7.0000   5.0000     495
  7.0000   6.0000     512
  7.0000   7.0000     540
  7.0000   8.0000     562
  7.0000   9.0000     589
  7.0000  10.0000     612
  7.0000  11.0000     634
  7.0000  12.0000     634
  7.0000  13.0000     641
  7.0000  14.0000     666
  7.0000  15.0000     666
  8.0000 -15.0000     557
  8.0000 -14.0000     557
  8.0000 -13.0000     557
  8.0000 -12.0000     529
  8.0000 -11.0000     529
  8.0000 -10.0000     515
  8.0000  -9.0000     501
  8.0000  -8.0000     468
  8.0000  -7.0000     452
  8.0000  -6.0000     448
  8.0000  -5.0000     442
  8.0000  -4.0000     438
  8.0000  -3.0000     437
  8.0000  -2.0000     441
  8.0000  -1.0000     447
  8.0000   0.0000     451
  8.0000   1.0000     461
  8.0000   2.0000     475
  8.0000   3.0000     489
  8.0000   4.0000     504
  8.0000   5.0000     523
  8.0000   6.0000     545
  8.0000   7.0000     561
  8.0000   8.0000     585
  8.0000   9.0000     607
  8.0000  10.0000     630
  8.0000  11.0000     646
  8.0000  12.0000     646
  8.0000  13.0000     666
  8.0000  14.0000     666
  8.0000  15.0000     666
  9.0000 -15.0000     557
  9.0000 -14.0000     557
  9.0000 -13.0000     557
  9.0000 -12.0000     529
  9.0000 -11.0000     529
  9.0000 -10.0000     528
  9.0000  -9.0000     528
  9.0000  -8.0000     516
  9.0000  -7.0000     505
  9.0000  -6.0000     499
  9.0000  -5.0000     480
  9.0000  -4.0000     477
  9.0000  -3.0000     476
  9.0000  -2.0000     478
  9.0000  -1.0000     481
  9.0000   0.0000     490
  9.0000   1.0000     500
  9.0000   2.0000     508
  9.0000   3.0000     521
  9.0000   4.0000     535
  9.0000   5.0000     552
  9.0000   6.0000     567
  9.0000   7.0000     587
  9.0000   8.0000     606
  9.0000   9.0000     628
  9.0000  10.0000     643
  9.0000  11.0000     643
  9.0000  12.0000     663
  9.0000  13.0000     663
 10.0000 -14.0000     557
 10.0000 -13.0000     547
 10.0000 -12.0000     547
 10.0000 -11.0000     547
 10.0000 -10.0000     546
 10.0000  -9.0000     546
 10.0000  -8.0000     533
 10.0000  -7.0000     531
 10.0000  -6.0000     527
 10.0000  -5.0000     522
 10.0000  -4.0000     517
 10.0000  -3.0000     513
 10.0000  -2.0000     514
 10.0000  -1.0000     518
 10.0000   0.0000     524
 10.0000   1.0000     530
 10.0000   2.0000     536
 10.0000   3.0000     550
 10.0000   4.0000     559
 10.0000   5.0000     578
 10.0000   6.0000     594
 10.0000   7.0000     610
 10.0000   8.0000     631
 10.0000   9.0000     645
 10.0000  10.0000     645
 10.0000  11.0000     643
 10.0000  12.0000     663
 10.0000  13.0000     663
 11.0000 -12.0000     547
 11.0000 -11.0000     592
 11.0000 -10.0000     592
 11.0000  -9.0000     558
 11.0000  -8.0000     558
 11.0000  -7.0000     554
 11.0000  -6.0000     548
 11.0000  -5.0000     541
 11.0000  -4.0000     538
 11.0000  -3.0000     537
 11.0000  -2.0000     539
 11.0000  -1.0000     544
 11.0000   0.0000     549
 11.0000   1.0000     555
 11.0000   2.0000     560
 11.0000   3.0000     575
 11.0000   4.0000     590
 11.0000   5.0000     600
 11.0000   6.0000     618
 11.0000   7.0000     638
 11.0000   8.0000     650
 11.0000   9.0000     650
 11.0000  10.0000     645
 11.0000  11.0000     664
 11.0000  12.0000     663
 11.0000  13.0000     663
 12.0000 -12.0000     671
 12.0000 -11.0000     592
 12.0000 -10.0000     592
 12.0000  -9.0000     609
 12.0000  -8.0000     586
 12.0000  -7.0000     586
 12.0000  -6.0000     581
 12.0000  -5.0000     569
 12.0000  -4.0000     565
 12.0000  -3.0000     564
 12.0000  -2.0000     566
 12.0000  -1.0000     570
 12.0000   0.0000     580
 12.0000   1.0000     584
 12.0000   2.0000     593
 12.0000   3.0000     602
 12.0000   4.0000     614
 12.0000   5.0000     632
 12.0000   6.0000     644
 12.0000   7.0000     653
 12.0000   8.0000     653
 12.0000   9.0000     667
 12.0000  10.0000     664
 12.0000  11.0000     664
 12.0000  12.0000     664
 13.0000 -12.0000     671
 13.0000 -11.0000     671
 13.0000 -10.0000     609
 13.0000  -9.0000     609
 13.0000  -8.0000     648
 13.0000  -7.0000     648
 13.0000  -6.0000     603
 13.0000  -5.0000     603
 13.0000  -4.0000     598
 13.0000  -3.0000     598
 13.0000  -2.0000     599
 13.0000  -1.0000     601
 13.0000   0.0000     605
 13.0000   1.0000     611
 13.0000   2.0000     623
 13.0000   3.0000     642
 13.0000   4.0000     647
 13.0000   5.0000     647
 13.0000   6.0000     660
 13.0000   7.0000     660
 13.0000   8.0000     667
 13.0000   9.0000     667
 13.0000  10.0000     667
 13.0000  11.0000     664
 14.0000 -12.0000     671
 14.0000 -11.0000     673
 14.0000 -10.0000     673
 14.0000  -9.0000     673
 14.0000  -8.0000     648
 14.0000  -7.0000     648
 14.0000  -6.0000     655
 14.0000  -5.0000     655
 14.0000  -4.0000     652
 14.0000  -3.0000     652
 14.0000  -2.0000     649
 14.0000  -1.0000     649
 14.0000   0.0000     651
 14.0000   1.0000     651
 14.0000   2.0000     654
 14.0000   3.0000     642
 14.0000   4.0000     662
 14.0000   5.0000     662
 14.0000   6.0000     660
 14.0000   7.0000     660
 14.0000   8.0000     667
 14.0000   9.0000     667
 14.0000  10.0000     667
 15.0000 -11.0000     673
 15.0000 -10.0000     673
 15.0000  -9.0000     673
 15.0000  -8.0000     674
 15.0000  -7.0000     674
 15.0000  -6.0000     655
 15.0000  -5.0000     655
 15.0000  -4.0000     652
 15.0000  -3.0000     668
 15.0000  -2.0000     649
 15.0000  -1.0000     649
 15.0000   0.0000     665
 15.0000   1.0000     651
