# Binning scheme file
# X_pix  Y_pix  binid
  2.0000  -3.0000     250
  2.0000  -2.0000     253
  2.0000  -1.0000     258
  2.0000   0.0000     265
  2.0000   1.0000     274
  2.0000   2.0000     289
  2.0000   3.0000     304
  2.0000   4.0000     322
  2.0000   5.0000     339
  2.0000   6.0000     371
  2.0000   7.0000     400
  2.0000   8.0000     427
  2.0000   9.0000     454
  2.0000  10.0000     505
  2.0000  11.0000     538
  2.0000  12.0000     582
  2.0000  13.0000     609
  3.0000 -15.0000     624
  3.0000 -14.0000     624
  3.0000 -13.0000     516
  3.0000 -12.0000     467
  3.0000 -11.0000     421
  3.0000 -10.0000     379
  3.0000  -9.0000     360
  3.0000  -8.0000     341
  3.0000  -7.0000     317
  3.0000  -6.0000     294
  3.0000  -5.0000     288
  3.0000  -4.0000     283
  3.0000  -3.0000     280
  3.0000  -2.0000     282
  3.0000  -1.0000     286
  3.0000   0.0000     293
  3.0000   1.0000     300
  3.0000   2.0000     314
  3.0000   3.0000     329
  3.0000   4.0000     345
  3.0000   5.0000     370
  3.0000   6.0000     396
  3.0000   7.0000     420
  3.0000   8.0000     446
  3.0000   9.0000     487
  3.0000  10.0000     517
  3.0000  11.0000     554
  3.0000  12.0000     593
  3.0000  13.0000     622
  4.0000 -14.0000     639
  4.0000 -13.0000     572
  4.0000 -12.0000     492
  4.0000 -11.0000     459
  4.0000 -10.0000     419
  4.0000  -9.0000     384
  4.0000  -8.0000     366
  4.0000  -7.0000     354
  4.0000  -6.0000     338
  4.0000  -5.0000     325
  4.0000  -4.0000     319
  4.0000  -3.0000     316
  4.0000  -2.0000     315
  4.0000  -1.0000     318
  4.0000   0.0000     323
  4.0000   1.0000     332
  4.0000   2.0000     342
  4.0000   3.0000     355
  4.0000   4.0000     374
  4.0000   5.0000     397
  4.0000   6.0000     416
  4.0000   7.0000     443
  4.0000   8.0000     475
  4.0000   9.0000     508
  4.0000  10.0000     541
  4.0000  11.0000     575
  4.0000  12.0000     602
  4.0000  13.0000     661
  5.0000 -13.0000     623
  5.0000 -12.0000     560
  5.0000 -11.0000     483
  5.0000 -10.0000     458
  5.0000  -9.0000     423
  5.0000  -8.0000     390
  5.0000  -7.0000     378
  5.0000  -6.0000     368
  5.0000  -5.0000     356
  5.0000  -4.0000     352
  5.0000  -3.0000     347
  5.0000  -2.0000     346
  5.0000  -1.0000     348
  5.0000   0.0000     353
  5.0000   1.0000     357
  5.0000   2.0000     372
  5.0000   3.0000     387
  5.0000   4.0000     403
  5.0000   5.0000     422
  5.0000   6.0000     444
  5.0000   7.0000     471
  5.0000   8.0000     501
  5.0000   9.0000     528
  5.0000  10.0000     562
  5.0000  11.0000     595
  5.0000  12.0000     621
  5.0000  13.0000     670
  6.0000 -12.0000     560
  6.0000 -11.0000     548
  6.0000 -10.0000     485
  6.0000  -9.0000     462
  6.0000  -8.0000     431
  6.0000  -7.0000     415
  6.0000  -6.0000     392
  6.0000  -5.0000     386
  6.0000  -4.0000     382
  6.0000  -3.0000     377
  6.0000  -2.0000     376
  6.0000  -1.0000     380
  6.0000   0.0000     385
  6.0000   1.0000     391
  6.0000   2.0000     402
  6.0000   3.0000     414
  6.0000   4.0000     430
  6.0000   5.0000     449
  6.0000   6.0000     474
  6.0000   7.0000     498
  6.0000   8.0000     526
  6.0000   9.0000     553
  6.0000  10.0000     585
  6.0000  11.0000     610
  6.0000  12.0000     660
  7.0000 -12.0000     636
  7.0000 -11.0000     576
  7.0000 -10.0000     549
  7.0000  -9.0000     493
  7.0000  -8.0000     472
  7.0000  -7.0000     456
  7.0000  -6.0000     433
  7.0000  -5.0000     425
  7.0000  -4.0000     418
  7.0000  -3.0000     413
  7.0000  -2.0000     411
  7.0000  -1.0000     412
  7.0000   0.0000     417
  7.0000   1.0000     424
  7.0000   2.0000     432
  7.0000   3.0000     447
  7.0000   4.0000     460
  7.0000   5.0000     481
  7.0000   6.0000     504
  7.0000   7.0000     527
  7.0000   8.0000     552
  7.0000   9.0000     581
  7.0000  10.0000     604
  7.0000  11.0000     633
  8.0000 -12.0000     650
  8.0000 -11.0000     630
  8.0000 -10.0000     577
  8.0000  -9.0000     558
  8.0000  -8.0000     509
  8.0000  -7.0000     489
  8.0000  -6.0000     473
  8.0000  -5.0000     463
  8.0000  -4.0000     455
  8.0000  -3.0000     452
  8.0000  -2.0000     450
  8.0000  -1.0000     451
  8.0000   0.0000     453
  8.0000   1.0000     457
  8.0000   2.0000     470
  8.0000   3.0000     480
  8.0000   4.0000     497
  8.0000   5.0000     512
  8.0000   6.0000     536
  8.0000   7.0000     559
  8.0000   8.0000     583
  8.0000   9.0000     603
  8.0000  10.0000     627
  8.0000  12.0000     682
  9.0000 -11.0000     649
  9.0000 -10.0000     632
  9.0000  -9.0000     607
  9.0000  -8.0000     565
  9.0000  -7.0000     547
  9.0000  -6.0000     511
  9.0000  -5.0000     496
  9.0000  -4.0000     491
  9.0000  -3.0000     486
  9.0000  -2.0000     482
  9.0000  -1.0000     484
  9.0000   0.0000     488
  9.0000   1.0000     495
  9.0000   2.0000     503
  9.0000   3.0000     513
  9.0000   4.0000     533
  9.0000   5.0000     550
  9.0000   6.0000     567
  9.0000   7.0000     587
  9.0000   8.0000     608
  9.0000   9.0000     628
  9.0000  10.0000     664
 10.0000 -12.0000     672
 10.0000 -11.0000     672
 10.0000 -10.0000     653
 10.0000  -9.0000     638
 10.0000  -8.0000     618
 10.0000  -7.0000     579
 10.0000  -6.0000     566
 10.0000  -5.0000     556
 10.0000  -4.0000     545
 10.0000  -3.0000     532
 10.0000  -2.0000     530
 10.0000  -1.0000     529
 10.0000   0.0000     531
 10.0000   1.0000     542
 10.0000   2.0000     546
 10.0000   3.0000     557
 10.0000   4.0000     568
 10.0000   5.0000     584
 10.0000   6.0000     601
 10.0000   7.0000     616
 10.0000   8.0000     645
 10.0000   9.0000     666
 10.0000  10.0000     679
 11.0000 -10.0000     653
 11.0000  -9.0000     659
 11.0000  -8.0000     642
 11.0000  -7.0000     631
 11.0000  -6.0000     617
 11.0000  -5.0000     605
 11.0000  -4.0000     578
 11.0000  -3.0000     573
 11.0000  -2.0000     570
 11.0000  -1.0000     569
 11.0000   0.0000     571
 11.0000   1.0000     574
 11.0000   2.0000     580
 11.0000   3.0000     599
 11.0000   4.0000     606
 11.0000   5.0000     615
 11.0000   6.0000     629
 11.0000   7.0000     655
 11.0000   8.0000     669
 11.0000   9.0000     680
 12.0000 -10.0000     678
 12.0000  -9.0000     678
 12.0000  -8.0000     668
 12.0000  -7.0000     657
 12.0000  -6.0000     644
 12.0000  -5.0000     640
 12.0000  -4.0000     626
 12.0000  -3.0000     620
 12.0000  -2.0000     614
