# Binning scheme file
# X_pix  Y_pix  binid
  2.5000  -1.5000     165
  2.5000  -1.0000     168
  2.5000  -0.5000     171
  2.5000   0.0000     178
  2.5000   0.5000     184
  2.5000   1.0000     194
  2.5000   1.5000     204
  2.5000   2.0000     220
  2.5000   2.5000     228
  2.5000   3.0000     240
  2.5000   3.5000     240
  2.5000   4.0000     250
  2.5000   4.5000     250
  2.5000   5.0000     260
  2.5000   5.5000     260
  3.0000  -5.0000     166
  3.0000  -4.5000     166
  3.0000  -4.0000     169
  3.0000  -3.5000     169
  3.0000  -3.0000     188
  3.0000  -2.5000     188
  3.0000  -2.0000     186
  3.0000  -1.5000     185
  3.0000  -1.0000     187
  3.0000  -0.5000     191
  3.0000   0.0000     195
  3.0000   0.5000     198
  3.0000   1.0000     212
  3.0000   1.5000     224
  3.0000   2.0000     232
  3.0000   2.5000     242
  3.0000   3.0000     242
  3.0000   3.5000     254
  3.0000   4.0000     254
  3.0000   4.5000     254
  3.0000   5.0000     260
  3.0000   5.5000     260
  3.5000  -5.0000     166
  3.5000  -4.5000     235
  3.5000  -4.0000     235
  3.5000  -3.5000     235
  3.5000  -3.0000     188
  3.5000  -2.5000     206
  3.5000  -2.0000     206
  3.5000  -1.5000     205
  3.5000  -1.0000     207
  3.5000  -0.5000     208
  3.5000   0.0000     222
  3.5000   0.5000     226
  3.5000   1.0000     231
  3.5000   1.5000     238
  3.5000   2.0000     244
  3.5000   2.5000     249
  3.5000   3.0000     249
  3.5000   3.5000     254
  3.5000   4.0000     254
  3.5000   4.5000     254
  3.5000   5.0000     260
  4.0000  -5.0000     235
  4.0000  -4.5000     235
  4.0000  -4.0000     235
  4.0000  -3.5000     235
  4.0000  -3.0000     241
  4.0000  -2.5000     241
  4.0000  -2.0000     241
  4.0000  -1.5000     236
  4.0000  -1.0000     236
  4.0000  -0.5000     237
  4.0000   0.0000     239
  4.0000   0.5000     243
  4.0000   1.0000     245
  4.0000   1.5000     246
  4.0000   2.0000     246
  4.0000   2.5000     256
  4.0000   3.0000     256
  4.0000   3.5000     261
  4.0000   4.0000     261
  4.0000   4.5000     254
  4.5000  -4.5000     235
  4.5000  -4.0000     235
  4.5000  -3.5000     259
  4.5000  -3.0000     259
  4.5000  -2.5000     241
  4.5000  -2.0000     241
  4.5000  -1.5000     236
  4.5000  -1.0000     236
  4.5000  -0.5000     248
  4.5000   0.0000     248
  4.5000   0.5000     251
  4.5000   1.0000     251
  4.5000   1.5000     257
  4.5000   2.0000     257
  4.5000   2.5000     256
  4.5000   3.0000     256
  4.5000   3.5000     261
  4.5000   4.0000     261
  5.0000  -4.0000     259
  5.0000  -3.5000     259
  5.0000  -3.0000     259
  5.0000  -2.5000     241
  5.0000  -2.0000     247
  5.0000  -1.5000     247
  5.0000  -1.0000     247
  5.0000  -0.5000     248
  5.0000   0.0000     248
  5.0000   0.5000     251
  5.0000   1.0000     251
  5.0000   1.5000     257
  5.0000   2.0000     257
  5.0000   2.5000     262
  5.0000   3.0000     262
  5.0000   3.5000     261
  5.0000   4.0000     261
  5.5000  -3.5000     259
  5.5000  -3.0000     259
  5.5000  -2.5000     259
  5.5000  -2.0000     247
  5.5000  -1.5000     247
  5.5000  -1.0000     247
  5.5000  -0.5000     258
  5.5000   0.0000     258
  5.5000   0.5000     258
  5.5000   1.0000     251
  5.5000   1.5000     257
  5.5000   2.0000     262
  5.5000   2.5000     262
  5.5000   3.0000     262
  5.5000   3.5000     261
  5.5000   4.0000     261
  6.0000  -2.5000     247
  6.0000  -2.0000     247
  6.0000  -0.5000     258
  6.0000   0.0000     258
  6.0000   0.5000     258
  6.0000   1.0000     258
  6.0000   2.0000     262
  6.0000   2.5000     262
  6.0000   3.0000     262
  6.0000   3.5000     262
