# Binning scheme file
# X_pix  Y_pix  binid
 10.0000  -1.0000     248
 10.0000   0.0000     248
 10.0000   1.0000     251
 10.0000   2.0000     251
 10.0000   3.0000     257
 10.0000   4.0000     257
 10.0000   5.0000     262
 10.0000   6.0000     262
 10.0000   7.0000     261
 10.0000   8.0000     261
 11.0000  -7.0000     259
 11.0000  -6.0000     259
 11.0000  -5.0000     259
 11.0000  -4.0000     247
 11.0000  -3.0000     247
 11.0000  -2.0000     247
 11.0000  -1.0000     258
 11.0000   0.0000     258
 11.0000   1.0000     258
 11.0000   2.0000     251
 11.0000   3.0000     257
 11.0000   4.0000     262
 11.0000   5.0000     262
 11.0000   6.0000     262
 11.0000   7.0000     261
 11.0000   8.0000     261
 12.0000  -5.0000     247
 12.0000  -4.0000     247
 12.0000  -1.0000     258
 12.0000   0.0000     258
 12.0000   1.0000     258
 12.0000   2.0000     258
 12.0000   4.0000     262
 12.0000   5.0000     262
 12.0000   6.0000     262
 12.0000   7.0000     262
