# Binning scheme file
# X_pix  Y_pix  binid
  7.0000  -6.0000     280
  7.0000  -5.0000     268
  7.0000  -4.0000     255
  7.0000  -3.0000     251
  7.0000  -2.0000     247
  7.0000  -1.0000     243
  7.0000   0.0000     246
  7.0000   1.0000     250
  7.0000   2.0000     254
  7.0000   3.0000     261
  7.0000   4.0000     269
  7.0000   5.0000     277
  7.0000   6.0000     283
  7.0000   7.0000     281
  8.0000  -6.0000     280
  8.0000  -5.0000     287
  8.0000  -4.0000     279
  8.0000  -3.0000     272
  8.0000  -2.0000     270
  8.0000  -1.0000     266
  8.0000   0.0000     267
  8.0000   1.0000     271
  8.0000   2.0000     273
  8.0000   3.0000     278
  8.0000   4.0000     282
  8.0000   5.0000     277
  8.0000   6.0000     283
  8.0000   8.0000     283
  9.0000  -5.0000     287
  9.0000  -4.0000     279
  9.0000  -3.0000     288
  9.0000  -2.0000     286
  9.0000   0.0000     284
  9.0000   1.0000     284
  9.0000   2.0000     285
  9.0000   3.0000     289
  9.0000   4.0000     290
  9.0000   5.0000     290
  9.0000   6.0000     283
 10.0000  -2.0000     291
 10.0000   3.0000     289
