# v        v_err    sigma    sigma_err
  -1.718    4.866   97.978    5.799
 -19.701    5.490   81.963    6.657
  15.328    4.257  106.525    4.877
-138.518    5.678   90.318    6.477
 -61.751    0.787   75.305    0.948
-161.149    4.641   76.807    5.687
-124.292    3.992  112.518    4.499
-164.610    4.803  100.705    5.652
 -65.457    2.507  131.948    2.666
-126.970    4.015  111.953    4.549
-120.111    3.359  107.245    3.917
-164.350    4.224   68.119    5.371
-155.667    5.333   69.599    6.656
-160.391    4.460   71.002    5.619
-143.269    4.763  101.134    5.273
 -47.904    2.280  133.910    2.392
 -77.978    3.033  127.036    3.134
-129.079    3.751  105.278    4.135
-116.527    3.568  109.737    4.097
 -27.970    1.759  143.378    1.776
  -3.228    1.666  138.724    1.680
-169.112    4.385   88.491    5.371
-138.396    6.900  107.547    7.963
 -83.660    1.158  104.794    1.316
-134.199    4.311  105.582    5.006
-155.963    5.791   92.743    6.811
-116.778    0.883   55.130    1.145
-104.557    3.253  112.242    3.527
 -53.866    2.368  139.292    2.417
-154.420    4.668   89.442    5.537
-128.683    4.432   88.086    5.296
-163.520    4.415   78.516    5.434
-148.781    6.920  114.781    8.004
-158.284    5.197   72.947    6.564
-103.102    1.323  108.153    1.512
-158.620    5.388   89.175    6.452
-165.071    4.017   66.632    5.155
 -98.900    3.529  122.143    3.833
-131.977    2.264   85.604    2.695
-133.400    4.565  101.119    5.050
-149.923    5.060   77.782    6.186
-162.107    4.272   77.484    5.427
 -71.124    2.869  131.617    3.013
-144.342    6.855  103.821    8.065
-153.402    4.359   95.289    5.158
 -15.478    1.835  146.586    1.942
 -59.321    2.473  136.595    2.486
   2.592    1.807  139.882    1.841
-151.248   11.054  207.300   11.385
-154.747    4.219   74.635    5.189
-151.543    6.725   90.771    7.923
-131.806    4.632  104.747    5.055
 -90.593    3.154  127.756    3.395
-141.725    6.336   87.888    7.670
-141.501    6.777   81.624    7.952
 -13.288    1.023  102.817    1.162
-117.034    1.036   94.217    1.229
-166.904    4.863   86.430    5.890
-154.498    5.602   78.642    6.776
 -13.508    5.810  103.686    7.014
 -18.598    5.179   75.697    6.183
-163.197    4.329   80.506    5.431
  -4.895    5.448  101.283    6.371
-157.542    4.031   73.944    4.952
-141.978    6.783  116.219    7.772
-113.993    1.601  110.558    1.807
-129.306    3.729   88.831    4.370
-124.513    3.745   96.638    4.333
-128.937    4.165  101.781    4.737
-153.524    4.426   93.419    4.830
-122.213    3.671  120.442    4.121
-132.522    4.889  116.192    5.508
-154.302    4.240   79.132    5.186
-143.635    5.581   70.265    6.927
-153.284    6.723   98.574    8.079
-103.748    3.706   90.393    4.250
-136.033    4.388  103.256    4.917
  29.352    2.354  116.093    2.367
  25.204    2.315  123.983    2.532
  22.974    2.469  108.116    2.837
   2.373    5.242  123.359    5.783
  19.718    2.111  121.892    2.340
 -70.568    2.717  129.063    2.772
 -71.199    3.055  119.917    3.185
  26.107    2.974  112.549    3.471
 -38.835    2.557  143.204    2.581
  10.870    4.536  110.403    5.238
  25.048    2.024  135.482    2.214
  -1.521    1.892  145.009    1.887
 -22.361    5.697   88.095    6.709
 -43.451    2.442  138.077    2.538
 -25.592    2.002  146.322    2.031
   4.321    1.864  139.729    1.870
 -97.922    3.568  110.074    3.896
   4.448    4.442   92.265    5.014
  21.240    3.883  122.353    4.428
  19.229    1.779  128.391    1.827
 -48.457    2.455  134.969    2.497
 -14.591    1.805  145.200    1.819
-137.477    4.812   88.998    5.735
-143.159    4.558   81.863    5.538
-154.454    4.387   71.548    5.455
 -99.355    3.706  120.283    4.021
  25.980    3.881  100.359    4.488
  14.648    1.901  140.439    1.946
 -75.069    2.951  118.011    3.167
  11.907    4.511  116.028    5.087
   5.285    1.813  139.974    1.899
 -22.425    2.181   98.380    2.518
   2.849    4.881  102.222    5.763
 -59.649    2.851  137.219    2.880
  -4.464    1.768  147.763    1.769
-143.357    6.621  129.846    7.057
-129.459    4.942  110.911    5.500
-167.774    5.194   75.208    6.303
-156.704    4.910   84.078    5.995
 -85.637    3.349  112.801    3.709
  24.701    4.755  114.277    5.295
  13.889    1.915  139.020    1.958
 -16.054    5.242   81.147    6.198
  -6.382    4.911   90.972    5.929
 -41.470    2.732  139.132    2.778
 -26.147    2.398  140.445    2.410
-161.483    5.535   79.681    6.668
-162.689    4.276   76.475    5.196
-127.074    7.134   96.368    8.350
 -20.597    6.132   95.066    7.009
   1.668    5.260   94.143    6.248
-144.388    7.071   95.463    8.128
-151.161    4.083   77.534    5.063
 -15.174    4.625   93.796    5.387
   4.280    4.942   99.880    5.859
-114.539    1.269  108.294    1.440
-166.974    4.547   77.827    5.609
  13.199    4.971  118.589    5.580
-145.586    6.529   88.059    8.012
-122.655    4.187   95.665    4.785
-134.453    4.489   93.164    5.322
-119.060    4.565  108.459    5.139
-123.008    5.240  132.262    5.794
  38.971    2.378  106.313    2.771
-115.626    3.785  102.782    4.427
  26.354    2.329  113.410    2.638
  40.180    2.704  110.287    3.170
  15.648    4.415  110.799    5.003
-132.367    4.922  103.951    5.515
  36.155    2.132  117.477    2.275
 -43.754    2.601  134.199    2.643
 -11.503    2.028  144.000    2.044
  42.599    3.010  116.025    3.515
 -67.451    2.774  115.233    2.973
   6.599    1.949  140.223    2.076
-112.015    4.057  106.518    4.606
  37.400    1.909  121.780    2.011
 -76.972    3.571  118.673    3.960
  17.248    2.032  143.389    2.034
-126.095    4.740  100.863    5.415
  35.789    3.512  113.684    4.069
 -48.274    2.616  128.153    2.812
  -7.813    2.072  149.590    2.079
-101.276    4.390  114.779    4.847
  28.865    1.743  121.390    1.847
-149.130    5.258   80.139    6.304
-145.868    4.795   87.682    5.690
-180.791    5.840   73.039    7.181
-140.478    4.705   87.326    5.730
-159.705    5.244  107.398    6.200
-132.714    4.949   94.406    5.780
-125.543    1.644   96.628    1.912
-152.676    5.769   82.651    6.777
 -92.354    4.443  126.784    4.850
 -71.322    3.312  110.748    3.687
-161.556    4.611   81.836    5.644
 -50.720    3.048  125.124    3.308
-144.471    5.347   70.279    6.658
-134.999    4.713   96.424    5.613
-136.073    6.064   75.195    7.340
-143.235    2.808   83.242    3.339
-136.578    4.812   90.380    5.741
-147.900    4.400   80.871    5.356
  -6.217    5.782   86.632    6.759
 -22.156    6.139   91.521    6.808
  -6.236    4.995  116.501    5.398
   8.887    5.000   86.346    6.003
   9.530    4.536  109.157    5.058
  -6.418    8.462  117.173    9.658
  40.870    3.956  120.892    4.356
  12.192    5.258   84.796    6.341
 -12.243    1.418  121.268    1.601
-130.983    0.762   63.980    0.953
  25.260    1.987  130.098    2.108
-137.332    2.387   95.462    2.807
-136.844    5.824   72.832    7.253
-147.482    5.784   80.957    6.932
  17.155    2.042  138.455    2.094
   6.339    1.838  147.192    1.853
  32.696    4.135  115.538    4.598
 -29.320    2.493  137.138    2.495
-161.190    5.134   80.667    6.343
-169.783    7.115  108.800    8.010
 -33.746    2.956  138.704    3.043
-133.805    4.588   89.942    5.545
 -14.187    2.423  144.019    2.444
 -81.523    3.855  121.199    4.278
-102.084    5.728  111.702    6.123
-120.191    5.638  129.900    6.240
-119.230    5.578  128.419    6.292
-164.506    4.749   66.191    6.041
 -41.955    2.870  138.560    2.933
-131.160    5.918  124.126    6.568
-105.316    4.222   98.395    4.917
-137.772    0.836   71.353    1.031
-134.448    5.800   98.295    6.893
  -7.269    2.352  143.850    2.381
 -65.671    3.234  120.576    3.508
  23.342    1.986  137.643    2.028
-131.164    5.751  103.582    6.749
-107.653    4.423  119.201    4.916
-123.930    4.169   82.946    4.987
 -72.574    4.056  130.477    4.411
-150.405    4.457   74.785    5.427
 -49.365    2.755  129.459    3.018
  12.717    5.271  131.884    5.653
-116.395    1.542  116.300    1.700
  16.884    2.023  139.789    2.062
-134.574    5.362   97.913    6.195
 -88.666    4.424  114.825    4.954
-142.048    5.515   66.121    6.992
-118.965    0.621   55.921    0.807
-133.393    1.082   91.257    1.251
-161.698    5.928   87.340    7.219
-146.696    6.697  129.348    7.182
-141.113    5.023   90.106    6.060
-157.882    5.459   83.625    6.627
-123.702    4.953   88.385    5.983
-132.688    5.012   89.959    5.873
-136.665    6.924   89.423    8.193
-160.659    4.649   68.981    5.796
-157.857    5.620  107.343    6.557
 -85.428    3.990  115.849    4.436
-131.982    5.670  101.322    6.680
-148.692    0.675   57.329    0.895
 -72.077    3.759  119.934    4.268
   3.846    4.820  105.738    5.280
   5.530    2.174  149.314    2.189
 -56.810    3.456  126.038    3.787
-122.624    5.549   96.945    6.613
-156.007    6.727   88.982    8.199
-143.589    5.301   93.356    6.314
-146.869    6.314   87.267    7.680
-137.047    0.666   54.137    0.899
-135.156    5.012   99.666    5.740
-160.379    6.589   99.352    7.852
 -27.459    6.859  105.243    7.646
 -18.056    6.439   89.887    7.376
  -0.878    5.443   91.430    6.674
-148.197    4.820   86.703    5.693
-115.325    1.238  107.384    1.395
 -14.053    3.144   97.521    3.650
-131.617    5.131   87.409    6.276
-159.121    6.254   84.938    7.559
-107.836    5.545  124.939    6.191
-101.232    5.522  134.158    5.953
-115.492    6.321  139.578    6.931
-138.746    4.964   89.656    5.760
-106.724    5.719  131.329    6.426
-124.689    5.630  115.549    6.335
-130.352    6.022  105.677    7.036
 -72.912    3.886  127.927    4.384
-103.574    4.713  105.696    5.236
 -24.849    2.983  147.690    3.062
  20.579    4.614  127.678    5.234
  46.147    2.289  114.622    2.603
  43.308    2.170  114.706    2.383
  46.946    2.632  117.440    2.974
 -33.580    3.239  141.569    3.406
  44.955    2.176  128.754    2.406
  -9.939    2.577  143.894    2.584
  25.274    2.110  142.370    2.119
  10.260    4.640   75.382    5.682
  45.085    2.929  112.527    3.431
  43.694    1.861  116.038    2.010
-123.822    5.062   84.937    5.863
 -42.013    2.991  138.985    3.303
  -9.549    2.577  143.337    2.666
   4.349    4.856   99.276    5.767
 -98.959    4.569  104.537    5.298
-136.823    4.885   81.296    5.995
-150.639    5.032   69.162    6.243
 -64.281    3.777  122.243    4.262
  44.869    3.850  127.701    4.367
  17.783    1.994  146.160    2.007
  40.242    1.927  121.867    2.041
 -74.210    3.680  116.039    4.152
-130.618    4.781   86.362    5.546
  19.185    4.816  127.330    5.494
  28.929    2.102  143.402    2.141
 -31.230    0.907   70.236    1.114
 -56.342    3.212  128.026    3.532
   6.492    4.996   88.309    5.964
   7.412    2.516  151.114    2.561
 -86.851    4.560  113.155    5.229
  38.209    4.420  118.075    4.900
  36.517    2.077  127.675    2.204
-134.087    2.904   93.127    3.424
-129.839    1.565   87.692    1.859
-142.563    7.323  108.560    8.735
-146.998    4.845   78.551    5.775
-126.923    4.790   89.053    5.523
-131.880    6.348  107.754    7.439
-141.743    3.130   99.000    3.675
-120.741    5.323  100.796    6.429
 -79.714    4.001  116.291    4.407
-137.198    2.198   87.690    2.569
-167.797    6.136   90.938    7.339
-147.813    0.758   68.977    0.908
-140.868    5.258   95.146    6.073
-132.984    2.923   87.241    3.478
 -72.424    3.732  120.519    4.220
 -18.055    5.912   80.786    6.696
  -4.109    7.127  110.832    8.197
  -9.385    1.801  118.128    2.064
 -16.625    7.139  117.871    8.198
  19.219    4.863  101.126    5.777
 -15.583    0.935   75.229    1.139
  32.215    4.593  103.720    5.375
  39.020    4.996  118.296    5.419
   3.960    4.987   86.294    5.879
  38.587    2.062  131.667    2.099
  39.387    4.622  107.876    5.168
 -18.565    3.246  144.689    3.458
 -11.549    3.013  143.063    3.193
  31.173    1.971  140.665    2.037
 -45.832    3.645  121.599    4.025
  20.814    2.272  142.103    2.327
-136.830    5.353   94.865    6.580
  33.657    4.873   96.931    5.861
 -29.264    3.123  129.962    3.458
  -4.557    2.795  144.366    2.799
 -94.572    5.633  122.027    6.433
-153.390    6.388   76.642    7.883
-141.664    5.913   75.379    7.266
 -92.367    5.172  120.916    5.568
-115.176    6.151  113.232    7.086
-126.446    1.706   98.245    1.899
-149.602    0.914   68.766    1.120
-124.518    2.095  101.171    2.398
 -89.975    5.607  108.496    6.245
-119.318    4.963   84.259    5.923
 -74.867    4.313  126.769    4.769
-131.345    5.196   83.435    6.316
 -95.972    5.326  117.456    5.940
-113.606    6.047  100.766    6.543
 -36.042    3.342  131.017    3.677
-142.526    5.709   82.436    6.957
  55.317    2.520  116.909    2.762
  55.256    2.366  119.281    2.630
  14.892    2.532  146.347    2.555
  63.514    2.652  102.910    3.103
  39.284    2.214  138.382    2.255
  59.258    2.052  113.287    2.223
  59.737    2.802   96.425    3.221
  15.962    4.924   84.216    6.070
 -68.539    4.137  131.394    4.632
 -84.862    5.004  101.560    5.906
  56.606    1.824  111.330    1.964
-131.581    5.387   91.154    6.200
 -17.560    5.815  104.892    6.610
  28.969    2.045  144.361    2.090
 -11.070    3.007   94.210    3.499
  56.117    3.187   99.177    3.630
  26.188    5.385  129.536    5.737
   2.704    5.555   82.416    6.721
 -44.840    3.692  130.538    4.070
 -60.729    4.087  115.460    4.586
  56.068    1.853  117.709    1.925
  16.806    2.544  139.649    2.583
  42.859    2.017  130.369    2.157
   0.564    0.983   88.860    1.148
  57.133    3.748  103.608    4.022
   0.603    5.524   86.886    6.546
 -13.033    3.029  134.518    3.325
 -80.340    5.836  126.329    6.514
  58.036    2.003  130.205    2.020
 -17.993    3.419  138.463    3.753
  -0.968    3.217  141.787    3.451
-144.526    5.664   91.855    6.860
  20.334    5.109  105.472    5.464
-128.325    5.903  113.550    6.828
-127.761    5.798  115.341    6.421
-135.224    1.049  100.378    1.233
 -27.169    3.481  124.591    3.873
  10.102    2.760  151.696    2.831
 -59.954    4.156  130.938    4.640
  37.942    4.901  109.266    5.661
  28.167    2.303  140.645    2.353
  55.365    3.900   97.900    4.477
 -72.712    5.144  114.761    5.701
 -64.868    3.958  110.414    4.334
  55.658    2.081  132.215    2.126
  43.663    1.938  133.075    2.066
-139.411    4.949  106.200    5.573
  24.941    5.776   95.076    7.082
 -32.177    3.523  127.248    3.992
  24.560    2.814  142.076    2.874
-115.337    6.102  110.893    6.876
-119.583    1.421  100.357    1.626
-115.891    1.177   93.001    1.367
-116.666    1.460  113.427    1.651
-132.273    5.375   90.466    6.462
-145.905    6.635  105.316    8.105
-147.295    0.937   76.065    1.138
  -3.443    4.030  100.630    4.635
   4.672    4.634   89.563    5.522
  -2.193    1.260  106.970    1.464
  49.845    4.652   98.789    5.505
 -97.864    6.788  116.657    7.709
 -94.682    5.118   99.013    5.787
-109.728    5.650  118.020    6.446
 -72.805    5.031  133.167    5.403
 -95.087    5.331  102.856    6.039
-115.824    5.182   90.731    6.158
-130.864    2.000   96.865    2.355
-124.899    5.644   86.046    6.560
 -93.581    5.826  116.435    6.423
-103.001    6.045  102.199    6.984
-123.180    5.133   79.545    6.259
-137.647    6.500  104.354    7.815
-145.329    0.881   69.695    1.099
-116.825    5.908   98.512    6.836
-147.424    0.753   56.927    0.999
-132.794    5.911   99.364    6.983
 -74.713    5.344  137.905    5.994
 -67.594    4.066  105.803    4.510
-121.365    6.254   95.540    7.282
 -70.671    4.655  118.930    5.143
 -54.258    3.667  123.938    3.922
-153.835    6.235   81.103    7.467
 -72.716    5.053  101.883    5.737
-129.625    5.401  101.193    6.131
-115.818    6.543  122.235    7.152
-132.406    6.590   91.143    8.109
 -14.277    3.345  143.728    3.606
   5.032    3.149  141.272    3.474
 -20.309    3.914  132.356    4.279
  53.446    2.280  137.691    2.326
-131.795    1.042  102.136    1.198
   0.061    5.539   86.977    6.603
  22.855    5.534   97.512    6.507
  32.568    4.448   92.947    5.181
  69.202    2.408  103.987    2.815
  71.795    2.167  110.403    2.495
  74.231    2.579  102.515    3.039
  75.910    1.994  107.430    2.261
   2.141    5.290   95.907    6.364
  68.423    3.018  105.096    3.513
  42.248    2.191  139.946    2.246
  39.768    5.095  107.690    5.750
  31.803    2.621  144.187    2.700
  73.445    1.952  112.362    2.078
   8.198    2.939  139.490    3.184
  64.080    3.505  110.929    3.981
  31.407    4.907  100.935    5.738
  67.583    1.927  110.561    2.024
  50.989    2.195  136.533    2.272
  13.369    5.559   94.343    6.648
  59.886    3.521   92.148    3.924
   9.037    1.601  125.052    1.810
  27.151    4.782  112.609    4.991
  10.272    5.423   82.098    6.518
 -28.013    3.601  123.114    4.068
  66.772    1.982  113.135    1.992
  22.356    3.022  143.586    3.266
 -58.315    4.229  130.900    4.105
  59.073    4.122   97.571    4.745
 -69.384    4.587   94.674    5.181
 -72.512    4.630  129.339    4.994
  17.813    5.457   75.209    6.811
  41.826    2.463  142.498    2.489
  24.616    5.629  103.395    6.620
  56.540    2.224  136.203    2.364
  70.577    1.965  114.555    2.044
  35.255    4.662   87.802    5.700
  52.725    4.941   96.773    5.894
 -39.772    3.858  133.097    4.202
  33.439    2.928  149.075    3.030
  13.401    5.338   93.349    6.312
 -98.309    6.596  133.503    7.259
 -97.658    6.221  126.594    7.033
-110.199    4.863  113.638    5.408
 -90.487    5.449   96.532    6.155
 -97.966    6.467  136.936    7.215
 -63.733    4.453   99.250    4.980
 -94.961    5.365   92.712    6.150
-125.636    2.430   80.920    2.884
-137.464    0.599   56.761    0.791
-125.608    4.221  100.543    5.090
-103.895    5.480   88.417    6.503
 -97.949    6.148  106.519    6.570
-114.544    1.225   94.544    1.434
-118.115    5.920   90.054    6.943
 -60.423    4.153   97.903    4.602
   4.039    3.444  139.148    3.763
 -13.663    3.652  124.150    4.083
 -48.427    3.981  112.470    4.359
 -75.729    5.515  133.217    5.919
  10.020    2.799  131.543    3.135
 -26.771    4.108  127.869    4.501
-105.588    6.771  119.679    7.766
 -72.978    4.630  129.716    4.946
-115.845    2.152  100.640    2.481
-138.178    0.616   59.471    0.789
-115.000    1.499  104.786    1.711
-123.040    3.817  102.710    4.391
-153.652    0.807   61.059    1.046
 -74.276    4.737  100.122    5.300
-123.634    6.376  101.870    7.516
  27.048    3.001  135.387    3.352
  69.022    2.135  129.886    2.313
 -26.795    4.067  132.031    4.528
  43.655    2.569  136.521    2.699
  56.675    2.318  130.963    2.493
  81.088    2.247   88.502    2.635
  82.282    2.107  102.081    2.371
  81.871    2.477   88.901    2.700
  84.035    1.989  102.935    2.276
  77.679    2.802   91.919    3.143
  48.481    4.149   74.382    5.251
  81.473    1.798  100.254    1.964
  -3.198    0.926   65.142    1.175
   1.985    6.334   90.590    7.618
  71.141    3.508   99.604    3.886
  32.470    4.697   75.548    5.961
  22.808    6.130  103.443    7.039
  22.690    6.460   92.897    7.779
  31.961    2.932  138.413    3.209
  70.313    2.056  121.037    2.104
  82.729    1.799  104.131    1.927
 -62.099    4.268  108.772    4.694
  61.156    4.062  109.041    4.362
  40.817    5.430  115.803    6.109
  20.896    5.033   72.381    6.292
  82.685    1.903  115.184    2.092
 -61.018    4.866  122.992    5.237
 -68.477    4.817  101.948    5.386
 -43.532    4.320  128.760    4.799
  56.590    2.569  145.258    2.589
  59.837    3.868   99.558    4.325
  24.972    4.978   79.573    6.051
  25.934    5.481   82.223    6.841
  52.498    2.918  133.961    3.158
  35.204    4.962  105.328    5.441
  71.006    2.155  126.934    2.309
   3.484    1.994  122.200    2.288
   0.237    4.262  101.889    4.961
  56.841    4.905  103.855    5.551
  82.463    1.980  116.773    2.171
  -5.271    3.535  120.853    3.956
  12.937    3.314  130.340    3.596
  16.358    3.077   80.145    3.823
 -14.239    3.981  127.620    4.518
  20.749    3.080  139.225    3.244
-109.164    3.319  104.702    3.688
-105.201    1.414  115.037    1.574
  24.942    6.291  109.273    7.173
  13.262    6.422  122.073    6.717
  46.713    5.265  114.019    5.705
  36.340    4.574   87.267    5.099
-109.050    1.142   80.669    1.324
  16.466    7.010   95.314    8.304
-102.936    6.046  125.549    6.649
 -97.904    5.916   93.071    6.822
  88.321    2.417   96.115    2.815
  94.287    2.517   91.957    2.814
 -88.202    5.080   87.098    5.814
  87.851    2.149  102.716    2.485
 -92.511    6.244  109.627    7.069
  83.995    2.651   94.766    2.925
 -66.324    5.173  112.801    5.694
  82.328    1.994  119.286    2.040
 -79.822    5.887  103.653    6.563
  92.383    1.985  103.464    2.256
 -27.341    4.095  122.775    4.457
  35.082    3.128  135.537    3.459
-105.061    6.402  107.885    7.245
  85.153    3.382  102.856    3.695
 -44.855    4.203  115.028    4.687
  58.330    2.739  136.641    2.943
 -68.086    4.995  120.426    5.505
  65.575    2.394  131.556    2.513
-107.488    6.198   98.945    7.025
-136.839    0.788   64.648    0.993
-112.686    5.741   99.208    6.257
 -82.015    5.666  111.323    6.287
-130.543    0.917   65.736    1.152
 -62.594    4.863  128.797    5.341
 -30.076    4.151  119.277    4.576
  92.223    1.816   99.849    2.030
-109.595    3.386  102.953    3.835
  47.301    2.924  141.699    3.241
  39.427    4.920  108.248    5.281
  72.151    3.887  116.257    4.394
  80.691    2.077  119.689    2.116
  95.177    1.895  102.095    2.018
  11.253    1.192  108.722    1.370
 -46.041    0.752   63.986    0.952
  13.578    2.369  118.736    2.593
  39.939    6.095  102.293    7.241
  17.432    6.445  101.332    7.547
  65.294    4.156  107.010    4.665
  25.163    1.511  115.694    1.746
   4.863    3.499  123.464    4.009
 -84.639    5.385  101.419    5.837
  93.731    1.877  102.097    1.988
 -58.838    4.472  122.765    5.099
  65.371    2.666  134.116    2.854
 -11.479    4.343  132.302    4.766
   5.614    3.669  134.204    4.062
 -30.777    4.222  109.119    4.838
  56.669    2.765  130.200    3.152
-106.809    2.243  111.957    2.537
  39.255    5.587  120.964    6.129
 -11.436    3.858  121.114    4.308
  28.794    3.375  134.443    3.783
 -59.600    4.709  102.901    5.325
  81.727    2.285  121.925    2.379
-106.517    5.565   96.071    6.353
  66.352    5.264  133.480    5.831
 -72.473    5.502  108.843    6.279
  94.220    1.938  111.207    1.989
-149.641    0.806   64.989    1.010
  24.876    5.814   79.519    7.113
 -24.125    4.635  129.571    5.134
  52.805    3.118  134.914    3.470
 -97.245    4.061  103.363    4.671
  35.409    5.613  103.889    6.411
-104.083    5.943  118.128    6.592
 -97.411    7.451  115.157    8.337
 -84.614    6.083   95.717    6.978
 -95.192    4.781   99.336    5.405
 -68.587    5.459  117.704    6.125
 -92.898    1.433  106.371    1.612
 -83.609    6.239  110.682    6.815
 -95.287    2.598   94.660    2.862
 -50.483    4.723  128.969    5.451
 -61.507    5.088  109.979    5.822
 -77.455    7.354  119.263    8.177
 -21.724    4.069  105.859    4.749
 -81.598    1.333  105.014    1.513
-143.900    0.740   67.921    0.921
 -80.258    5.925  112.696    6.630
 -59.829    4.659  101.811    5.378
 -85.598    1.612   97.817    1.794
 -70.769    5.348  102.052    6.188
 -45.480    4.541  113.154    5.164
  71.970    2.776  126.061    3.137
 -13.116    0.857   70.018    1.063
   2.883    3.923  128.733    4.424
 -96.939    1.569   97.542    1.750
-114.444    0.802   69.093    0.968
  16.858    1.042   74.390    1.286
  16.574    7.216  110.776    8.449
  17.990    1.390  112.313    1.617
  40.759    5.118  104.458    5.794
  55.803    4.999  109.925    5.542
 -85.176    6.450   97.969    7.355
 -67.072    4.929  101.420    5.684
 -91.999    6.654  104.394    7.579
 -52.450    4.691  101.883    5.442
-102.224    1.110   93.794    1.291
 -78.252    6.201  111.779    7.110
 -28.327    4.679  119.451    5.334
  -8.740    4.506  130.204    4.900
 -73.903    6.335  121.980    7.090
  10.664    3.333  118.538    3.851
 -72.560    6.210  102.608    7.223
 -54.169    5.530  123.016    6.305
 -14.298    3.842  117.580    4.223
  58.923    2.704  131.389    3.099
  77.976    2.354  121.421    2.380
  96.236    2.001  113.433    2.061
  24.890    3.691  126.562    4.093
  95.678    2.301   93.040    2.657
 -60.322    5.225  111.765    5.975
 -88.282    6.058  107.585    7.022
 -24.568    4.486  128.299    4.980
 101.200    2.641   95.766    2.877
  95.458    2.084   96.001    2.486
 -41.930    4.358  118.873    4.843
-124.673    0.972   81.678    1.163
  99.411    2.849  101.532    3.215
 102.408    1.876   89.994    2.210
  42.600    3.128  124.538    3.558
 -61.674    5.537  134.305    6.063
  97.526    3.273   98.252    3.660
 101.640    1.787   95.355    2.067
  49.668    5.165  112.140    5.482
  96.932    2.200  113.777    2.319
 -23.429    4.544  122.330    5.184
 -65.203    5.586  110.710    6.425
  32.866    5.938  103.746    6.713
  71.859    2.772  130.547    3.180
  47.301    5.174   87.771    6.182
  75.672    2.717  128.361    2.920
  90.011    3.648   96.560    3.851
 102.417    1.770   99.125    1.932
  26.322    2.812   98.093    3.326
  62.527    2.863  119.462    3.265
  78.693    3.533   90.373    3.855
  45.402    5.743  118.694    6.161
 100.329    1.765  100.640    1.888
  29.249    1.327  113.562    1.522
  56.128    5.330   88.433    6.399
  65.531    4.315  102.193    4.824
  93.664    2.352  121.240    2.476
  45.860    5.308  112.673    6.075
  60.364    4.973  122.027    5.529
 100.390    1.786  103.193    1.893
  -2.722    5.178  143.820    5.523
   9.725    3.503  119.897    3.854
  -9.470    3.930  106.752    4.236
  26.487    3.691  129.157    4.116
  36.109    6.431  115.410    7.291
 -49.286    4.873  101.279    5.444
  85.421    2.659  117.649    3.055
-127.415    0.802   69.750    0.997
  39.110    5.466   95.450    6.601
  48.897    5.068  115.308    5.672
-128.591    0.678   74.039    0.821
-105.624    6.747  111.379    7.640
 105.907    2.718   94.810    2.917
 -96.891    7.326  127.587    8.086
 102.200    2.457   99.340    2.772
  95.798    3.107  115.432    3.228
 -91.748    6.832  117.264    7.719
 110.788    2.121   86.662    2.399
 -63.255    5.440  100.627    6.274
  96.674    3.388  112.493    3.815
 106.437    1.882  106.220    1.874
 -26.340    4.273  114.729    4.575
  82.069    2.757  109.642    3.209
 -54.117    4.861  109.730    5.555
  93.150    2.557  126.374    2.765
 -19.941    3.742   91.438    4.411
  33.365    3.446  121.355    3.947
 -83.059    6.506  108.387    7.511
 107.643    1.937   94.919    2.251
 -86.121    6.462  106.838    7.232
  86.977    3.882  109.231    4.198
 -15.008    4.729  129.112    5.344
 -59.407    6.334  115.200    7.007
  54.759    5.555  110.267    6.268
 108.165    1.860   98.389    2.141
  26.599    4.626  114.221    5.266
  58.566    3.069  120.283    3.445
 -86.559    5.247   88.163    6.184
 107.174    2.102  111.196    2.102
  45.616    5.939  107.659    6.919
  87.100    3.923  113.199    4.293
 115.064    1.873  102.946    2.001
 -43.594    5.153  128.876    5.632
  81.558    2.513  117.791    2.861
 -42.361    5.190  128.010    5.707
  90.239    2.377  105.906    2.740
  72.568    4.409   93.643    5.256
 -34.238    4.827  137.375    5.173
 -83.115    6.661  113.135    7.411
  79.103    2.941  107.937    3.413
   4.160    4.003  123.318    4.400
 108.682    1.778  103.698    1.839
  56.034    5.183   96.859    6.317
   2.399    4.801  125.939    5.232
  25.550    3.457  103.062    3.999
 -51.235    5.700  101.650    6.450
 107.820    2.221  112.767    2.295
  -1.693    4.342  102.516    4.997
  39.992    3.453  114.798    3.936
 -64.381    5.758  102.889    6.681
-112.483    0.835   83.005    0.957
 -35.791    5.266   96.861    6.018
 -21.590    4.191  101.125    4.670
  60.866    5.017  114.977    5.180
 111.681    1.845  107.425    1.869
 -32.121    4.680   95.231    5.352
  44.646    3.590  127.652    4.058
  34.944    5.756  106.927    6.784
  93.559    2.556  111.805    2.894
  35.911    3.419   99.749    4.038
  82.329    2.750  102.875    3.188
  57.700    5.092   98.852    5.766
 -85.671    1.172   91.015    1.288
 -72.154    1.831  121.070    2.051
 -77.838    2.106  105.207    2.347
 -76.914    3.741  116.817    4.199
 -56.494    5.821  121.459    6.597
 -56.067    5.982  133.411    6.368
 -83.582    1.654  119.464    1.847
 -81.647    6.140   99.367    7.072
-102.607    0.961   80.267    1.126
 -68.947    3.609   88.060    4.147
 -20.507    4.324   97.529    5.059
  56.165    4.845  107.916    5.379
 100.285    2.440  108.197    2.727
 -51.349    5.715   97.455    6.660
 109.859    2.031  106.465    2.143
 -62.385    6.091  102.185    6.954
  62.189    3.082  124.706    3.420
