# v        v_err    sigma    sigma_err
   4.997    6.275  205.859    6.360
  38.898    7.342  219.644    7.133
  14.272    8.195  214.661    8.213
  46.883    6.857  208.156    6.793
 -58.419    8.454  208.104    8.438
  12.021    8.480  229.400    8.187
 -56.807    8.642  205.099    8.407
  12.081    8.701  236.920    8.260
 -48.158    7.623  188.168    7.815
 -88.835    7.621  208.513    7.515
 -51.397    7.819  199.864    7.834
 -38.265    8.196  198.628    8.180
 -57.658    8.703  207.553    8.693
  30.820    7.457  206.799    7.466
  34.084    7.782  211.045    7.616
   9.422    8.825  235.704    8.700
 -29.997    7.809  198.541    8.164
  -4.015    8.506  221.395    8.171
 -36.839    8.826  223.897    8.670
 -53.892    7.697  196.316    7.745
   8.396    7.840  201.871    7.840
  -1.170    8.529  217.800    8.293
 -88.133    7.999  206.649    8.015
   1.754    9.137  215.691    9.226
 -62.946    9.003  223.743    8.824
 -60.588    9.103  216.354    9.028
-103.887    7.108  201.331    7.076
 -84.733    6.420  215.075    6.343
 -82.610    8.373  224.583    8.180
 -81.666    9.132  235.303    8.799
-106.656    8.215  218.290    8.297
 -97.363    6.649  210.842    6.545
 -88.856    7.029  231.912    6.872
 -92.890    6.254  201.952    6.269
-111.934    6.235  200.065    6.312
 -45.031    8.630  210.900    8.637
 -21.038    9.981  247.624    9.335
 -86.812    6.054  210.999    6.027
 -97.877    7.076  222.061    6.837
 -89.763    7.839  204.243    7.876
 -36.345    7.386  191.111    7.462
-103.092    7.558  218.585    7.323
 -64.959    5.601  224.984    5.637
-100.919    5.831  206.517    5.919
-101.721    6.862  210.999    6.726
 -90.482    7.518  221.383    7.443
 -47.957    4.702  216.475    4.732
 -82.044    6.682  214.000    6.566
 -73.304    7.863  205.368    7.869
 -97.128    8.274  227.194    8.223
 -94.785    6.719  232.050    6.270
 -82.384    5.845  212.406    5.739
 -87.658    6.744  224.028    6.777
 -83.633    5.407  219.845    5.313
 -92.984    6.683  216.089    6.716
 -74.893    5.775  217.429    5.752
 -42.163    8.237  210.361    8.093
 -71.279    7.282  195.151    7.364
 -19.046    8.671  209.687    8.802
 -55.394    8.765  217.358    8.596
 -13.031    9.077  228.496    8.921
 -46.889    8.515  207.777    8.562
 -31.151    8.246  201.152    8.295
   5.285    8.669  218.896    8.540
 -96.024    7.955  221.660    8.060
 -79.214    7.526  200.364    7.549
 -93.852    6.847  213.508    6.719
 -91.643    7.584  226.853    7.183
 -95.365    7.310  202.507    7.321
 -26.889    8.953  224.381    8.747
 -98.358    8.000  230.289    7.623
-100.199    6.830  212.464    6.790
 -32.434    8.742  210.493    8.665
 -48.129    8.323  225.199    8.077
 -56.276    8.536  217.450    8.473
 -64.197    8.884  232.579    8.523
 -43.983    8.561  225.566    8.360
 -67.269    9.661  245.483    9.157
 -41.519    9.233  209.423    9.323
 -98.017    9.150  236.358    8.980
 -55.787    8.170  197.331    8.042
 -78.925    8.105  209.337    7.933
 -48.340    8.720  230.843    8.523
 -72.378    8.152  205.461    8.223
  -7.589    7.627  198.627    7.685
 -63.090    8.341  211.001    8.304
 -73.774    7.771  198.963    7.827
-108.465    8.300  218.137    8.102
 -17.545    9.571  221.270    9.434
 -96.898    8.786  225.254    8.553
  18.146    8.968  242.233    8.607
 -51.394    8.058  213.067    8.009
 -71.245    8.114  208.675    8.050
 -79.473    5.869  211.274    5.769
  -6.520    8.804  220.262    8.596
 -13.021    9.133  231.297    9.059
   4.451    9.788  225.314    9.476
-101.809    6.402  224.438    6.241
 -80.527    7.322  227.752    7.047
 -90.541    7.102  209.219    6.926
 -64.625    9.003  224.576    8.888
 -79.622    7.910  216.217    7.939
 -15.563    6.915  193.832    7.091
 -99.592    7.788  212.256    7.672
 -13.550    8.673  203.411    8.898
   2.593    6.302  204.974    6.338
 -33.753    8.854  204.326    8.750
 -39.023    8.594  217.439    8.296
 -83.655    8.553  214.943    8.622
 -91.664    7.182  221.893    6.982
-100.772    8.220  217.806    8.138
 -93.459    7.508  237.701    7.375
 -41.287    8.057  210.028    8.025
 -75.846    9.056  226.362    8.874
 -59.835    8.833  205.570    8.821
 -89.768    7.929  207.935    7.855
 -21.218   10.224  233.006    9.811
 -76.005    8.558  219.114    8.434
 -47.300    8.535  224.000    8.383
 -67.837    8.579  211.206    8.402
  64.915    6.943  210.159    6.817
 -51.130    5.150  225.579    5.034
  27.032    8.295  222.259    8.154
 -90.943    5.727  201.617    5.658
   2.518    7.798  194.347    7.923
-111.825    7.075  216.346    6.972
 -11.803    9.439  222.071    9.540
  34.101    7.131  198.152    7.241
  61.093    6.243  200.888    6.317
 -20.820    9.034  220.845    8.615
  10.863    9.131  237.670    8.699
 -45.435    9.383  237.233    9.145
 -68.062    8.403  231.468    8.295
 -91.292    8.860  219.171    8.848
 -89.120    7.366  210.620    7.250
 -38.959    7.360  187.123    7.505
 -22.291    8.572  211.967    8.499
 -68.734    8.135  199.237    8.204
-108.442    5.741  194.484    5.762
 -83.667    5.347  215.120    5.319
 -85.230    8.738  214.161    8.576
 -32.228    5.478  243.677    5.312
 -45.691    9.297  230.072    8.806
 -19.239    8.690  217.920    8.673
 -87.479    8.153  222.924    7.919
 -87.316    7.541  219.996    7.376
  59.980    6.215  214.203    6.151
  64.155    6.446  218.953    6.399
 -21.475    4.933  236.094    4.812
 -29.820    4.946  225.446    4.884
 -36.652    8.672  204.990    8.643
   2.261    8.681  218.242    8.524
 -90.381    7.503  221.630    7.373
-113.429    6.471  204.861    6.454
 -49.183    8.610  219.447    8.557
 -71.444    8.411  225.957    8.136
 -28.262   10.105  227.022    9.810
 -92.326    8.157  209.372    8.120
 -11.158    8.033  195.356    8.049
 -18.352    8.045  211.110    7.877
-105.614    8.701  221.284    8.509
-103.022    7.790  205.071    7.819
 -83.197    6.646  201.220    6.691
  -9.970    8.950  202.791    8.994
-109.040    7.522  237.898    6.918
 -36.070    8.438  203.576    8.467
 -93.925    8.687  221.299    8.662
  50.883    7.555  219.529    7.341
  22.121    7.566  201.374    7.604
  -0.464    9.175  230.036    8.719
  26.657    8.254  211.278    8.165
 -70.157    8.439  222.677    8.141
 -64.178    7.141  181.228    7.277
 -27.492    8.103  197.589    8.161
 -17.868    7.642  210.010    7.681
 -42.825    8.874  211.399    8.769
 -63.014    8.870  227.853    8.699
 -75.585    7.835  197.129    7.878
 -90.167    7.841  201.683    7.906
 -90.240    7.674  203.862    7.703
-110.457    6.554  202.030    6.507
 -38.867    9.091  242.833    8.620
 -63.269    9.417  233.305    9.241
 -75.003    8.635  205.271    8.608
 -63.047    8.746  216.845    8.632
-110.577    8.281  209.034    8.180
   8.921    8.449  205.530    8.664
 -60.295    8.137  202.064    8.200
 -66.625    8.221  196.959    8.262
 -85.673    5.447  195.376    5.427
 -67.489    5.350  212.212    5.349
-104.381    7.027  216.674    6.945
 -75.234    5.463  209.150    5.443
   3.678    8.568  216.142    8.396
  21.466    8.405  211.722    8.326
 -23.466    8.962  218.800    8.691
  20.020    7.348  191.546    7.405
 -21.498    9.203  215.725    9.182
  63.629    6.569  231.689    6.134
   9.480    7.899  208.002    7.908
  62.611    6.227  216.766    6.147
  -3.552    7.917  207.538    7.744
   3.440    8.506  216.120    8.540
 -30.141    8.404  187.717    8.513
  54.531    7.665  221.073    7.474
  81.726    5.424  207.303    5.329
  13.361    8.187  214.082    7.978
  29.936    7.332  200.646    7.232
 -42.428    8.436  192.452    8.544
 -58.758    8.292  200.112    8.342
   2.632    7.700  200.094    7.624
  29.878    7.733  210.190    7.662
  -5.029    6.513  211.329    6.617
  76.719    5.333  204.205    5.234
  50.141    7.023  222.757    6.791
 -20.249    8.512  208.263    8.477
  19.158    7.667  202.777    7.537
  77.344    5.456  210.087    5.350
  75.286    5.661  209.747    5.649
  65.914    5.497  210.476    5.520
  -2.704    8.141  205.581    7.931
 -37.214    8.061  218.478    8.003
 -40.451    9.820  228.995    9.515
 -51.525    8.432  212.709    8.301
  -1.147    7.882  188.304    7.997
 -22.688    8.665  209.803    8.762
 -29.464    8.253  211.925    8.224
 -20.049    7.854  192.979    7.985
  29.950    7.420  210.752    7.263
 -19.456    8.182  199.315    8.104
  12.550    9.973  254.513    9.101
 -27.123    8.290  189.380    8.435
 -20.405    8.379  215.046    8.174
 -55.512    9.088  218.081    9.040
 -94.712    8.990  229.832    8.603
 -87.778    8.408  211.903    8.374
 -78.932    9.355  226.791    9.149
  -0.185    7.758  190.057    7.794
 -81.480    7.452  200.462    7.433
 -74.516    8.477  203.496    8.322
 -90.346    8.045  210.854    7.983
 -23.443    9.133  229.716    8.597
 -32.124    7.921  217.457    7.894
  26.088    9.178  231.482    8.919
  42.574    7.817  211.045    7.883
  54.994    6.945  211.828    6.856
 -34.508    9.068  228.194    8.967
 -42.688    7.404  200.442    7.435
  22.429    7.291  186.908    7.407
  36.847    6.971  227.468    6.700
 -23.246    8.488  197.531    8.495
   3.551    8.078  198.915    8.053
  21.735    7.537  189.726    7.480
  38.933    7.346  195.055    7.495
  -0.522    6.098  202.101    6.078
 -28.979    9.097  214.897    8.719
 -38.263    8.800  217.123    8.588
 -16.022    8.390  210.630    8.469
 -45.504    8.123  185.506    8.258
   4.767    9.734  226.465    9.512
 -16.724    8.357  198.858    8.518
 -81.292    8.107  199.055    8.023
-105.749    8.153  220.471    7.911
 -56.956    9.074  231.141    8.860
 -71.056    8.471  218.335    8.647
  42.565    8.161  212.538    8.063
  87.438    5.582  209.951    5.609
   6.860    8.810  211.684    8.743
  74.878    5.836  215.976    5.714
 -68.519    8.485  211.565    8.543
-103.799    7.124  212.138    7.150
  51.660    4.334  232.470    4.245
  56.598    6.793  193.444    6.791
  32.165    5.268  241.013    5.100
-105.831    6.431  219.914    6.347
 -96.714    6.023  212.880    5.950
 -88.705    6.707  224.478    6.300
-108.574    8.759  223.213    8.506
  26.571    4.835  234.012    4.697
 -38.326    4.620  223.495    4.633
 -20.345    4.998  235.014    4.893
 -93.176    6.377  216.865    6.203
-103.939    7.176  214.225    7.023
 -91.716    6.826  227.716    6.381
 -95.351    6.979  225.423    6.804
 -90.547    8.479  212.104    8.463
 -84.224    7.971  207.512    8.061
 -91.224    6.165  216.920    5.969
 -46.910    4.759  214.968    4.804
-103.620    6.351  215.038    6.168
-108.537    7.511  217.887    7.461
 -70.604    5.572  209.960    5.561
  77.581    5.162  231.235    4.872
  80.371    5.376  228.802    5.235
  83.641    5.088  201.045    5.030
   6.810    4.920  228.458    4.866
  85.287    4.985  213.207    4.938
  70.667    4.820  221.562    4.751
 -86.597    5.490  206.768    5.496
 -48.029    4.964  220.283    4.875
  -9.535    4.881  226.681    4.700
  75.522    5.262  215.088    5.164
  39.427    4.825  225.318    4.771
 -87.510    5.650  209.882    5.504
  66.892    4.714  216.716    4.641
-110.789    6.395  201.585    6.363
 -88.083    7.205  228.356    6.997
 -97.950    7.531  225.618    7.515
 -98.677    7.201  210.409    7.035
-101.912    7.628  206.872    7.630
 -80.131    7.829  212.212    7.760
  54.585    4.329  233.909    4.250
 -90.105    8.875  220.568    8.747
 -63.632    8.067  209.443    8.172
 -90.229    6.289  240.922    5.771
-103.984    8.092  204.397    7.953
-104.004    6.873  215.262    6.694
  87.455    5.520  236.161    5.136
 -52.936    5.317  226.762    5.249
  76.445    5.741  215.778    5.702
  83.035    5.460  204.153    5.462
  64.065    5.089  231.540    4.922
 -68.842    4.923  202.456    5.047
 -10.642    5.291  241.464    5.139
 -55.457    5.216  219.460    5.112
 -91.057    5.234  201.589    5.267
 -86.775    8.185  220.067    8.323
  63.130    5.839  196.460    5.709
  53.406    5.926  192.842    6.081
  83.292    5.252  207.812    5.150
  29.147    4.721  227.809    4.580
 -74.437    5.854  218.300    5.744
 -95.902    5.804  211.600    5.691
  58.894    5.241  235.495    5.071
  14.643    5.330  238.098    5.081
  92.129    5.614  214.309    5.470
  82.849    5.734  218.285    5.619
  61.296    6.546  215.940    6.389
  67.099    6.049  209.424    6.049
  73.580    5.701  215.328    5.584
  35.806    7.628  206.998    7.731
  46.012    4.448  235.788    4.362
  33.906    5.139  232.787    4.993
  79.968    5.694  215.628    5.487
  65.083    6.642  213.885    6.429
  68.297    4.589  222.912    4.483
 -23.971    5.098  228.587    5.030
 -19.177    4.985  229.578    4.902
 -50.620    5.304  232.181    5.249
   8.360    5.103  230.038    5.084
  71.875    5.968  223.421    5.940
  34.272    7.616  202.947    7.401
 -35.317    4.893  233.824    4.758
  -9.277    5.036  222.075    4.960
 -80.651    7.953  245.631    7.673
 -86.731    7.139  207.007    7.204
 -93.330    6.932  221.232    6.807
 -67.314    9.221  231.316    8.957
 -86.774    5.499  205.509    5.478
 -84.431    8.123  212.537    8.004
 -95.755    5.427  208.640    5.418
-105.642    5.980  200.835    6.015
 -82.517    7.598  229.176    7.416
 -33.528    4.556  216.090    4.530
  -7.338    5.146  224.801    5.011
  79.405    5.456  224.009    5.122
  66.948    4.463  225.244    4.362
  89.331    5.342  207.299    5.284
  51.518    4.296  233.095    4.231
 -59.263    5.495  225.517    5.285
  40.182    7.474  202.781    7.545
  83.586    5.754  216.142    5.560
  25.138    4.939  231.741    4.811
 -87.782    6.085  226.434    5.864
 -96.858    6.510  216.908    6.329
  39.313    7.685  232.390    7.271
  35.786    7.998  208.130    7.816
  46.811    6.824  220.580    6.705
  80.156    5.620  211.109    5.546
  68.605    5.637  211.954    5.522
  75.487    5.940  209.621    5.905
  27.155    5.202  226.879    5.028
 -59.547    4.903  214.292    4.911
 -46.894    5.475  238.566    5.160
  -4.893    5.081  233.856    4.987
  16.733    5.349  235.029    5.270
 -78.300    5.440  205.440    5.407
  85.015    5.347  201.803    5.294
  66.446    4.193  210.443    4.182
 -36.520    8.263  206.268    8.238
 -67.893    9.518  230.723    9.344
  -6.770    8.184  207.809    8.046
  19.527    6.925  183.663    7.033
 -87.555    7.461  215.956    7.254
 -66.243    8.218  199.800    8.078
 -78.547    7.471  180.176    7.636
 -48.998    8.799  204.581    8.752
 -51.715    8.681  194.600    8.795
 -31.990    9.019  206.903    8.843
 -12.638    8.582  217.286    8.485
  10.361    8.707  213.820    8.742
  27.516    9.598  229.508    9.427
 -35.554    8.840  216.538    8.704
   7.622    8.488  220.773    8.473
  38.641    8.192  209.121    8.347
 -21.166    8.564  207.151    8.558
 -55.242    8.581  210.439    8.512
 -54.146    9.159  229.164    8.659
 -86.612    7.474  192.950    7.737
 -68.534    8.585  190.276    8.710
-106.497    8.095  215.310    7.973
 -31.448    8.604  207.902    8.533
  -2.894    8.946  223.475    8.763
  22.955    8.201  203.383    8.087
  26.449    7.834  195.380    7.762
 -36.032    6.897  207.302    6.808
 -21.224    8.117  197.820    8.184
 -32.758    9.452  211.234    9.420
 -32.847    7.025  182.675    7.072
   4.482    7.936  203.927    8.077
 -78.716    9.273  215.010    9.177
 -74.716    9.563  221.660    9.436
  64.352    7.479  217.114    7.429
   7.019    8.555  213.091    8.394
 -13.695    8.764  199.815    8.685
 -38.772    8.437  221.604    8.425
   0.934    8.981  242.729    8.560
 -17.228    8.095  188.280    8.103
 -96.443    8.346  217.910    8.178
 -58.069    9.283  209.192    9.278
 -35.592    8.801  218.454    8.709
 -25.358    9.631  231.388    9.464
 -35.941    8.349  210.914    8.308
 -67.358    9.360  235.054    9.045
 -13.941   10.229  235.527    9.870
 -78.421    8.079  192.261    8.022
  10.368    9.405  213.955    8.978
  10.793    5.719  202.807    5.808
 -45.726    8.385  205.170    8.270
 -25.523    9.287  227.705    9.005
  29.225   10.544  276.283    9.126
  18.473    7.139  188.692    7.371
  39.565    7.532  215.794    7.282
  58.262    5.664  208.310    5.608
  89.091    6.081  218.832    5.976
 -86.540    8.312  218.415    8.303
 -85.666    8.400  197.155    8.461
 -79.588    8.316  209.301    8.230
 -85.383    8.905  226.036    8.710
 -94.385    7.342  190.888    7.388
 -88.225    8.917  216.663    8.709
  40.806    7.631  211.330    7.429
 -78.073    9.695  208.777    9.784
 -76.479    9.076  240.169    8.771
 -88.516    7.453  200.691    7.524
-108.543    6.050  202.148    6.051
 -51.375    9.210  224.130    9.057
 -49.660   10.104  240.900    9.728
 -46.569    8.173  202.269    8.241
   2.124    9.014  228.853    8.590
 -71.186    9.014  207.413    8.968
-102.159    8.003  218.878    7.849
-107.087    7.572  217.729    7.371
-105.343    6.065  199.878    6.063
 -84.052    7.250  235.255    7.068
 -98.673    6.746  221.137    6.625
-103.307    7.011  235.077    6.483
 -83.970    9.197  239.600    8.652
 -94.482    6.165  215.786    5.960
 -89.933    7.137  214.110    7.049
 -54.552    9.195  220.683    8.996
 -92.956    7.970  226.825    7.627
 -61.746    9.042  210.376    9.000
 -76.990    8.315  196.215    8.293
 -81.169    5.713  206.809    5.872
 -93.804    8.558  214.678    8.435
 -87.462    6.218  214.485    6.181
 -88.274    6.871  224.524    6.725
 -75.195    8.464  238.890    8.021
-105.468    7.896  217.116    7.777
 -82.715    5.204  207.540    5.139
-102.967    7.277  224.157    7.263
 -74.331    8.567  216.598    8.418
 -93.943    6.046  213.033    5.953
 -82.832    8.028  200.080    8.022
-101.902    6.627  204.456    6.638
 -62.117    8.986  220.234    8.939
 -47.209    5.308  223.280    5.206
 -45.766    9.107  215.652    8.929
   0.737    8.572  211.469    8.541
 -72.857    8.869  218.328    8.711
 -30.145    6.969  227.211    6.823
 -98.662    8.382  218.217    8.283
   0.662    9.182  215.055    9.009
 -25.737    9.573  220.298    9.498
  30.237    7.495  204.977    7.425
  34.103    8.102  215.007    8.100
   7.746    6.241  205.892    6.237
  66.786    6.855  222.085    6.757
  80.305    6.980  211.104    6.929
 -58.794    8.235  197.937    8.321
 -22.445    7.260  179.668    7.530
  -6.985    8.052  201.626    8.146
 -34.039    8.538  205.967    8.350
  54.529    6.708  226.361    6.303
 -19.962    7.981  208.516    7.744
  40.941    7.129  209.918    6.978
 -14.833    7.550  199.208    7.657
  59.893    6.609  217.026    6.303
 -70.529   10.120  257.476    8.969
 -64.294    8.877  230.718    8.571
 -61.274    8.648  208.908    8.607
 -98.893    7.976  202.905    7.894
 -74.493    9.649  209.941    9.586
 -37.993    7.088  213.377    6.987
 -34.183    8.220  190.459    8.276
 -71.088    8.191  184.269    8.459
 -29.564    9.440  215.027    9.372
 -62.031    8.831  211.307    8.719
 -98.922    7.220  196.275    7.430
 -17.003    7.974  209.521    7.825
 -75.328    9.709  225.155    9.483
 -67.012    9.643  218.788    9.524
  20.757    8.366  228.224    7.945
 -12.739    8.187  198.074    8.213
 -46.048    9.685  220.315    9.522
-100.706    7.139  229.365    6.970
 -95.081    8.019  247.230    7.392
 -98.869    8.805  223.797    8.866
 -83.445   10.345  227.098   10.126
-101.602    7.884  239.267    7.677
-109.528    8.721  222.181    8.380
 -79.371    8.556  221.797    8.367
 -82.179    8.084  205.418    7.900
 -83.555    8.797  221.933    8.789
 -35.540    8.805  212.771    8.609
 -32.802    8.924  216.189    8.894
 -57.740    8.636  207.971    8.589
 -71.670    7.867  180.177    8.213
  -4.332    8.484  202.049    8.545
 -99.029    7.188  223.721    7.062
 -80.193    6.487  227.034    6.359
 -98.305    8.988  225.012    8.916
 -97.281    9.455  245.984    8.771
 -57.042    9.057  207.091    9.077
 -98.150    8.244  227.694    7.987
 -85.050    8.491  233.052    8.166
 -72.121    9.921  227.186    9.775
 -93.478    8.480  203.969    8.337
 -94.528    9.335  238.298    9.083
 -95.824    6.883  215.011    6.881
 -73.206    8.623  203.126    8.702
 -19.019    8.897  217.794    8.886
 -95.512    8.885  249.668    8.200
 -69.642    5.322  207.266    5.355
 -79.964    9.703  242.090    9.489
 -70.146    8.692  192.575    8.800
 -13.805    8.282  196.717    8.461
 -40.578    9.332  208.661    9.220
 -79.258    4.886  192.414    4.960
 -54.847    5.131  214.244    5.099
 -86.000    6.248  215.936    6.122
 -31.521    9.822  228.981    9.680
 -64.364    9.802  222.309    9.704
 -55.643   10.046  216.387   10.079
  45.426    8.535  222.740    8.339
 -33.194   10.149  222.847   10.028
 -55.330    9.749  234.802    9.409
 -69.225    8.658  212.703    8.568
 -86.276    6.594  197.589    6.635
 -82.002    7.932  227.029    7.667
 -59.118    8.860  238.388    8.622
-105.908    7.177  210.537    6.894
 -98.867    8.089  211.749    7.972
 -91.815    8.687  219.717    8.571
 -78.792    6.150  216.059    6.036
 -62.948    8.311  205.195    8.466
 -95.599    8.738  247.197    8.349
 -91.941    9.099  217.777    8.874
 -98.186    8.542  238.546    8.188
 -19.633    8.629  227.752    8.053
 -29.347    9.474  218.994    9.480
 -26.345    8.191  200.348    8.280
 -27.875    8.431  204.332    8.406
  -8.282    9.460  218.094    9.455
 -67.295    9.319  235.686    9.097
 -31.620    7.359  189.306    7.534
 -36.109    8.679  205.050    8.699
  13.452    9.532  234.448    9.538
   6.100    7.812  200.726    7.940
 -56.242    8.412  196.551    8.660
 -18.463    9.138  226.828    8.659
  21.141    8.612  213.466    8.555
  32.611    8.469  223.383    8.034
  -5.152    7.962  207.190    7.959
  57.192    6.873  217.736    6.859
  -7.371    8.720  206.609    9.001
  42.359    8.572  227.229    8.368
  -0.932    8.461  205.112    8.368
  19.128    9.668  239.973    9.476
   0.482    8.200  192.583    8.436
  42.601    7.819  209.819    7.781
 -30.917    8.149  196.244    8.053
  65.888    5.996  217.684    5.927
  23.193    8.958  217.976    8.777
  18.789    9.921  221.985    9.782
 -48.378    9.023  215.103    9.103
 -22.866    8.835  216.920    8.746
  38.585    8.251  227.156    8.002
  84.562    5.849  216.453    5.636
 -63.214    8.548  229.189    8.082
 -54.706    9.093  208.251    8.921
 -24.697    8.334  204.647    8.435
 -12.616    6.789  211.452    6.808
  58.127    7.193  217.446    6.995
  53.536    8.402  220.157    8.099
   6.378    9.212  210.849    9.141
  19.711    8.395  214.077    8.251
  -3.675    6.002  197.604    6.142
  34.747    8.920  221.948    8.745
  66.621    6.018  225.599    5.852
  74.030    6.037  228.059    5.818
  -7.259   10.291  231.138    9.871
 -29.210    5.430  201.466    5.484
 -56.963    8.819  214.578    8.685
 -62.610    9.123  203.492    9.178
 -43.452   10.029  219.611    9.823
 -81.999    9.085  216.345    9.056
 -79.365    8.243  172.980    8.457
 -83.066    8.424  216.077    8.393
 -49.293    9.883  215.065    9.777
 -60.418    9.182  227.336    9.003
 -37.050    9.089  215.401    9.036
 -46.129    8.448  249.781    7.814
 -77.293    8.832  225.157    8.639
-100.527    9.044  224.379    8.915
  14.791    8.987  228.106    8.463
  -7.976    8.327  206.941    8.273
 -61.615    9.038  218.620    9.005
-108.072    9.303  227.194    9.189
 -63.574   10.482  227.827   10.242
 -90.704    7.983  202.155    7.911
 -59.891    9.092  200.644    9.061
-111.624    9.043  227.011    8.796
 -81.407    8.651  203.907    8.589
-108.376   10.247  259.657    8.987
 -47.559    7.165  205.424    7.160
 -97.880    8.256  219.949    8.075
 -85.970    6.418  201.425    6.470
  -9.474    9.419  215.755    9.411
  25.694    7.990  208.607    7.952
 -59.797    9.540  221.245    9.142
  -1.059    7.988  194.217    8.274
 -62.844    9.886  217.539    9.814
 -50.254    9.824  216.701    9.782
 -29.768    7.660  187.552    7.746
 -41.166    7.923  210.187    7.706
 -48.856    8.181  205.695    8.104
 -94.466    9.242  216.317    9.146
 -80.891    7.952  208.900    7.861
 -80.865    9.763  232.866    9.512
 -91.501    8.573  207.471    8.630
 -12.484    8.515  200.902    8.746
 -49.485    9.215  224.253    9.197
 -19.179    7.378  187.013    7.613
 -28.806    8.533  213.304    8.460
 -38.438    9.538  209.401    9.576
 -64.674    9.731  217.177    9.428
 -15.776    9.627  223.497    9.618
 -41.237    8.789  191.098    8.910
 -81.427    9.147  241.575    8.921
-100.802    7.049  213.439    7.066
  74.577    6.839  248.680    6.364
  11.725    9.259  225.806    9.104
 -22.205    8.134  196.191    8.251
 -24.886    8.942  202.380    8.722
  40.269    8.299  219.334    8.226
  59.176    6.261  227.235    6.111
  40.732    8.592  222.544    8.299
  44.427    7.697  222.377    7.614
  11.883    5.024  196.255    5.096
  62.035    7.007  204.308    6.972
  53.643    8.364  214.456    8.339
 -56.481    9.743  213.488    9.687
 -58.330    9.103  212.158    8.992
   4.616    8.573  191.043    8.751
 -91.985    7.030  214.989    6.817
 -50.989    8.964  213.142    8.835
 -79.522    9.533  224.988    9.298
 -30.900    9.050  218.563    8.952
 -33.400    9.841  224.896    9.624
 -75.393    9.333  237.842    8.895
 -95.584    9.029  252.578    8.405
 -61.364    9.077  200.969    8.967
 -80.218    9.290  229.803    9.065
   1.568    8.379  198.317    8.563
 -12.489    8.293  216.023    8.281
  27.907    8.373  214.531    8.269
 -35.581   10.033  222.985    9.861
 -37.037    9.273  204.607    9.413
  18.635    6.543  209.739    6.589
 -72.836    8.682  220.917    8.543
 -80.280    7.712  194.625    7.735
 -93.274    7.908  220.961    7.677
-114.950    8.225  223.079    8.048
 -54.331    8.570  205.435    8.512
 -67.384    9.653  240.669    9.463
 -94.093    6.904  214.458    7.134
 -97.090    6.179  222.077    5.959
 -35.316    8.369  203.909    8.226
  17.227    8.019  209.955    8.051
 -43.528   10.416  217.581   10.230
 -45.216    8.697  204.888    8.788
  14.559    8.346  201.696    8.284
  22.825    7.935  207.284    7.936
 -25.941   10.111  211.269   10.044
 -12.965    8.486  196.850    8.521
 -50.861    8.740  205.459    8.833
 -29.791    8.331  202.450    8.236
 -18.271    8.721  214.046    8.623
 -47.843    9.663  218.039    9.473
  34.150    8.676  198.241    8.674
  26.970    9.045  221.227    8.903
 -76.184    9.273  211.967    9.158
 -38.682    6.830  182.498    7.073
 -21.654    8.306  206.058    8.224
  43.978    7.509  196.785    7.625
 -53.075    6.155  217.222    6.068
 -58.318    8.878  206.400    8.852
 -10.416    9.627  207.687    9.579
  17.417    8.239  195.439    8.240
 -50.473    8.784  195.037    8.904
-104.340    7.829  195.617    7.882
  16.482    8.857  218.790    8.835
  43.059    8.024  216.628    7.791
 -66.641    8.903  208.073    8.723
 -24.969    8.418  204.570    8.252
 -20.920    7.632  186.668    7.742
 -41.839    6.191  194.270    6.228
   6.557    8.513  195.281    8.711
  31.059    8.841  218.978    8.672
 -34.101    8.763  196.209    8.974
  -8.896    6.854  212.665    6.836
 -57.031    9.087  204.421    9.046
  24.339    8.879  212.481    8.603
 -70.621    9.360  213.326    9.331
 -88.573    8.833  229.390    8.521
 -89.400    9.088  231.112    8.714
  14.121    8.397  196.470    8.487
  54.315    6.953  208.409    6.864
  64.309    6.848  209.791    6.860
 -10.966    8.884  241.396    8.434
-109.245    8.197  202.442    8.148
-114.352    7.637  198.915    7.601
 -67.797    9.097  207.646    9.070
 -26.788    9.066  219.001    8.845
 -50.965    9.253  206.590    9.106
  14.880    8.814  215.092    8.761
 -47.414    9.153  205.361    9.053
  -0.658    6.606  214.535    6.541
 -86.625    9.284  230.128    9.135
 -82.694    9.477  241.468    8.771
 -92.993    8.469  217.611    8.387
 -72.169    7.802  193.343    7.755
 -79.546    8.031  228.932    7.564
 -89.780    7.060  200.273    7.033
 -48.068    9.178  203.407    9.068
 -73.064    8.972  211.574    8.905
 -88.511    8.497  212.954    8.420
-106.866    6.771  181.963    6.891
 -63.946    9.263  226.512    9.023
 -71.182    7.521  228.458    7.330
 -80.953    6.834  210.903    6.734
 -93.198    7.049  225.569    7.059
 -75.079    9.634  212.133    9.534
 -93.422    6.662  227.690    6.382
-100.849    7.978  240.729    7.706
 -91.554    7.945  234.448    7.558
 -83.842    7.791  193.102    7.995
 -92.868    6.877  217.853    6.769
-111.338    8.185  228.883    7.668
-100.918    6.767  206.310    6.702
 -91.573    6.686  219.938    6.490
-117.233    8.381  221.010    8.002
-103.929    8.906  215.069    8.736
 -86.900    5.619  223.620    5.382
 -83.342    7.246  221.905    6.960
 -43.516    9.693  212.890    9.381
 -60.092    7.982  189.796    8.204
 -33.092    6.973  215.685    6.914
 -73.179    7.959  190.544    7.902
