# v        v_err    sigma    sigma_err
 -65.056    7.513  228.082    7.313
  12.694    4.606  184.015    4.717
 -97.375    9.483  226.174    9.498
  84.574    6.252  234.327    5.863
 -45.504    5.360  197.279    5.380
 -18.402    5.221  211.378    5.230
 -73.403    6.482  194.431    6.471
  41.838    5.306  204.584    5.320
 -96.458    7.753  218.406    7.838
  70.586    5.151  215.468    5.012
 -80.911    9.554  253.051    8.876
  94.139    5.960  214.615    5.897
 -81.597    6.624  226.900    6.587
  38.059    4.908  197.789    5.010
-102.907    6.010  211.948    5.936
 -84.504    9.170  210.797    9.143
-106.648    7.857  219.883    7.866
 -96.539    9.403  205.863    9.057
 -87.752    6.509  205.161    6.571
 -51.245    6.897  219.030    6.736
-103.267    9.770  232.520    9.444
 -92.958    7.847  233.769    7.100
-101.942    8.693  211.151    8.655
 -84.368    8.766  226.127    8.503
   6.049    4.985  204.840    4.978
 -58.631    6.175  217.265    5.973
-109.010   10.820  231.858   10.560
-107.645    8.499  210.909    8.695
  -8.545    5.064  200.296    5.074
  55.174    5.006  201.675    5.085
 -90.197    6.143  194.385    6.316
  95.010    6.152  215.557    5.999
 -96.944    8.969  231.595    8.417
-102.711    9.653  223.793    9.394
  73.865    5.009  214.550    4.968
 -72.370    8.413  234.927    8.243
 -70.884    6.233  206.971    6.336
 -57.986    2.302  190.606    2.305
 -90.168    2.043  206.613    2.048
 -64.183    1.730  182.316    1.751
 -68.560    8.441  203.619    8.668
 -69.971    6.687  212.433    6.627
 -56.778    6.309  212.478    6.281
 -87.965    8.432  218.372    8.411
 -79.169    6.770  207.075    6.759
 -65.943    2.806  192.658    2.830
 -61.817    7.397  198.944    7.458
 -54.060    9.129  183.809    9.421
-115.437    9.651  220.861    9.607
 -89.823    5.252  198.896    5.353
 -51.846    1.978  182.365    2.007
 -22.711    2.579  191.079    2.631
 -59.455    1.324  169.128    1.363
 -88.706    8.746  198.531    8.713
  -5.368    9.758  212.954    9.701
  20.870    7.974  185.964    8.140
 -74.815    5.721  197.540    5.811
 -75.329    8.608  210.182    8.542
 -57.363    2.036  181.294    2.074
 -85.904    7.581  217.566    7.431
 -94.739    7.087  227.642    6.738
  13.424    5.783  178.368    5.998
 -72.738    3.457  198.880    3.527
 -87.098    8.184  212.465    8.246
  36.894   10.142  233.450   10.082
 -76.475    7.304  235.550    7.194
  60.789    7.683  212.582    7.630
  65.835    7.328  218.016    7.088
 -45.396    6.202  203.094    6.180
  73.876    8.491  221.663    8.208
  46.687    8.008  202.660    8.008
 -22.827    6.283  216.502    6.233
  38.989   10.739  264.491   10.229
 -25.833    5.478  199.820    5.709
-100.261    9.782  223.812    9.428
 -72.501    6.377  205.822    6.311
 -42.701    6.314  223.688    6.179
  64.735    8.172  218.928    7.983
 -19.606    5.402  200.612    5.402
-101.594    9.205  204.554    9.157
-106.363    9.169  209.047    9.364
 -94.718    9.443  192.236    9.250
 -25.621    1.818  174.095    1.852
  81.084    7.172  192.914    7.195
  15.092    9.699  225.816    9.627
  12.888    6.051  180.972    6.281
  62.454    8.116  219.572    7.893
  87.346    7.914  212.687    7.860
  85.260    7.266  224.265    7.061
  35.576    8.192  208.746    8.344
  82.731    5.978  208.462    5.877
  31.709    8.488  209.504    8.469
   4.491    8.143  173.959    8.231
 -15.101    2.071  189.006    2.093
  67.734    9.212  222.995    9.036
 -54.452    1.360  168.271    1.403
 -21.824    2.013  184.232    2.033
  46.758    7.923  218.180    8.000
  99.597    7.724  221.864    7.442
  46.512    8.720  216.263    8.715
  84.637    5.604  195.269    5.494
 -68.426    1.620  175.496    1.677
  87.811    6.197  195.624    6.182
  81.388    5.686  214.105    5.590
  27.553    4.048  183.587    4.099
  17.562    9.932  250.306    9.037
  45.612    9.118  213.386    9.050
  17.436    1.738  187.146    1.785
  -4.225    8.406  183.265    8.642
  97.748    8.780  230.023    8.531
  44.806    9.569  236.711    9.442
  44.437    5.094  201.061    5.050
  66.581    4.711  204.126    4.706
  44.580    9.062  211.103    9.130
  67.397    8.969  230.359    8.679
  21.585    5.602  225.248    5.448
  24.402    5.033  199.292    5.101
 -59.747    1.268  165.090    1.300
  44.722    8.411  209.581    8.504
  12.875    9.089  199.776    9.163
  -6.982    3.384  193.848    3.403
  83.726    8.210  222.201    8.036
  24.216    9.486  228.013    9.248
  95.344    5.906  212.819    5.778
  63.857    5.260  207.170    5.231
   2.678    4.753  190.690    4.760
  -5.260    1.094  163.073    1.140
  93.093    8.969  217.634    8.826
  42.250    9.136  213.584    9.248
  60.193    9.380  219.410    9.242
  36.529    8.172  177.513    8.198
  14.368    1.888  191.684    1.912
   1.915    5.807  217.242    5.657
  49.858    8.207  222.705    8.021
  84.359    6.414  213.226    6.333
 -93.779    9.387  208.557    9.232
 -62.861    1.082  166.372    1.117
 -40.581    5.686  210.586    5.639
  31.841    5.249  205.636    5.221
  14.597    4.973  199.528    4.994
 -15.922    6.084  234.421    5.797
 -86.000    8.751  242.861    8.380
 -88.204    7.779  214.685    7.744
 -89.226    9.101  240.721    8.733
  71.375    4.671  210.394    4.643
-114.774    8.601  230.101    8.110
 -81.025    6.597  202.794    6.673
 -81.472    8.059  220.868    8.162
 -75.666    8.067  237.751    7.663
 -70.209    8.602  211.568    8.397
 -97.258   10.499  238.467   10.033
 -76.723    6.746  204.308    6.718
 -75.407    5.856  194.631    5.968
 -99.333    7.394  190.624    7.463
 -86.962    8.588  221.587    8.412
 -93.245    8.834  206.292    9.183
 -53.679    5.603  196.598    5.575
 -92.032    8.793  218.724    8.936
 -53.455    6.805  222.674    6.543
 -24.963    5.501  224.231    5.216
 -91.253    9.767  219.760    9.672
-103.148    8.242  237.155    8.085
  88.877    5.768  208.833    5.604
 -68.784    1.349  175.732    1.373
  95.232    7.060  202.893    6.969
  80.846    6.015  216.496    5.837
 -91.201    7.612  228.004    7.525
 -58.151    6.696  209.281    6.688
 -95.998    7.966  209.947    7.934
 -86.506    9.861  233.553    9.514
 -84.021    6.712  219.252    6.738
 -82.711    8.187  204.970    8.211
  12.982    4.973  204.560    4.958
 -98.362    9.596  215.845    9.753
 -98.171    7.125  230.781    6.827
 -79.987    7.089  229.594    7.040
 -64.855    7.485  235.011    7.286
 -58.643    6.023  203.459    6.070
 -54.705    6.348  206.406    6.477
  46.810    5.238  207.373    5.209
  53.520    5.410  209.924    5.347
 -92.857    8.385  206.842    8.117
 -78.619    6.873  217.602    6.850
 -93.389    8.810  229.718    9.019
 -81.142    8.550  225.547    8.451
  -9.985    5.221  211.196    5.209
  65.785    5.270  212.824    5.246
  77.727    7.263  209.143    7.168
-113.970    9.161  213.020    8.985
 -66.167    5.849  193.731    5.894
 -70.726    1.501  172.406    1.559
 -63.089    5.731  217.013    5.738
 -53.892    1.430  171.582    1.474
 -79.151    5.200  201.237    5.211
 -94.591    7.278  230.320    7.176
-101.337    6.582  200.615    6.598
 -76.069    2.157  190.910    2.161
-108.804    9.947  232.263    9.604
 -99.172    9.449  235.414    9.190
 -52.493    6.664  211.807    6.554
 -77.456    6.437  201.697    6.514
 -88.093    8.566  224.870    8.406
  18.822    5.377  217.310    5.230
 -57.012    5.573  197.435    5.531
  17.080    5.455  213.809    5.449
  80.097    5.400  212.081    5.352
  72.942    5.549  230.296    5.332
  74.219    5.623  215.062    5.521
  71.069    5.634  215.024    5.569
  78.742    6.750  202.475    6.650
  38.491    5.302  203.163    5.352
  90.986    5.573  216.154    5.457
  74.583    5.146  206.657    5.107
-104.305    7.286  214.739    7.189
-104.812    5.385  191.942    5.383
 -18.049    1.557  171.288    1.586
 -74.167    2.992  181.004    3.024
 -85.493   10.245  217.523    9.951
   9.003    2.570  195.845    2.594
  -2.606    1.439  171.162    1.487
 -32.160    1.755  175.557    1.784
  24.815    9.928  211.627    9.918
 -88.928    9.655  211.431    9.626
-100.642   10.375  248.483   10.078
 -90.021    1.336  172.540    1.383
 -76.843   10.741  233.166   10.444
 -94.674    6.766  215.602    6.822
   6.823    9.619  210.157    9.423
 -86.000    2.211  202.307    2.183
-113.157    8.572  202.922    8.654
 -86.600    7.959  227.996    7.688
 -99.658    9.453  220.522    9.436
 -45.855    1.800  182.328    1.817
 -37.133    1.586  178.359    1.622
 -89.386    9.855  243.557    9.209
-118.533    8.692  178.650    8.584
 -59.620    9.607  214.752    9.418
  24.426    8.567  210.209    8.565
  14.178    4.562  203.458    4.623
 -77.159    1.063  162.493    1.090
 -94.941    1.801  199.904    1.811
-100.491    8.973  210.411    9.024
 -79.613    6.216  200.656    6.377
 -63.261    1.100  169.108    1.125
 -89.445    9.595  221.071    9.400
  32.141    8.406  191.809    8.772
 -78.363    7.394  221.077    7.286
  37.587    8.799  202.284    8.880
 -65.382    6.822  217.037    6.805
  36.009    8.870  207.792    9.000
 -68.535    7.042  217.724    6.982
  64.702    8.279  207.584    8.158
  78.959    7.026  200.288    6.984
  66.402    7.731  223.556    6.954
  33.087    5.564  219.886    5.566
  -3.345    5.135  203.071    5.116
 -24.381    5.498  206.182    5.572
 -34.705    6.074  223.472    5.763
  82.633    7.012  206.398    6.870
  53.824    8.630  225.975    8.442
  -1.996    5.222  209.210    5.233
  57.746    8.331  223.478    8.189
  58.887    7.739  194.840    7.830
 -30.609    5.711  206.085    5.692
  90.821    5.681  208.669    5.630
  78.954    4.925  204.643    4.888
  78.187    6.069  217.780    5.986
  58.108    5.251  208.880    5.112
 -42.613    6.377  216.724    6.196
 -49.119    6.813  203.982    6.729
-100.041    7.093  207.119    7.104
  50.393   10.232  227.987   10.034
 -76.181    6.866  213.679    6.883
  82.964    6.141  230.752    5.763
  60.128    5.250  199.210    5.195
  54.519    8.339  219.951    8.204
 -25.072    6.434  225.625    6.227
  86.578    6.020  190.759    6.035
  52.048    5.893  222.670    5.841
 101.117    6.006  214.570    5.905
  80.291    5.538  214.929    5.534
  49.099    8.245  195.755    8.365
 -53.540    6.184  202.971    6.130
  61.935    7.792  214.201    7.502
 -46.399    5.925  215.164    5.797
  -9.905    1.394  176.772    1.437
 -93.690    9.147  209.178    8.954
  -7.158    8.886  193.868    8.952
-100.953    9.295  219.674    9.073
  95.298    5.652  209.837    5.595
  67.523    5.092  210.857    5.101
  73.475    9.014  216.172    8.939
  -5.796    5.710  230.504    5.379
   6.341    2.949  181.621    3.034
  82.358    8.114  216.941    7.978
  75.638    8.916  234.315    8.727
  79.214    6.492  235.738    6.249
  47.049    7.931  197.497    8.036
  24.751    8.140  196.593    8.227
  90.338    7.291  202.453    7.270
  60.609    8.011  195.573    8.109
  58.382    4.834  210.275    4.806
  91.295    7.026  207.859    6.978
  16.916    5.034  214.543    4.968
  82.437    5.632  205.205    5.522
  67.595    8.237  213.023    8.129
  78.164    9.061  250.917    8.468
  74.947    5.705  206.997    5.538
  66.972    5.335  220.372    5.239
  67.217    7.838  200.269    7.863
  49.402   10.299  227.258   10.181
   1.140    2.185  187.925    2.209
  19.130    4.931  196.808    4.985
  54.829    8.096  192.303    8.185
  48.588   10.190  237.727    9.997
  36.202   10.264  239.870    9.841
  20.363    2.288  198.682    2.289
  81.102    6.667  209.028    6.534
  35.181    5.336  198.085    5.361
  86.429    5.944  210.401    5.838
  63.462    5.254  202.719    5.225
 -44.792    6.308  216.102    6.220
  97.216    6.116  219.259    6.059
  83.925    7.635  206.564    7.588
  19.105    6.186  241.619    5.810
  86.211    8.315  213.769    8.091
  64.498    4.939  209.690    4.974
  48.142    7.251  172.725    7.512
  18.501    6.404  207.330    6.241
  64.606    8.519  192.756    8.732
  63.028    9.013  224.876    8.793
  32.385   10.297  231.164   10.205
   6.961    1.500  172.123    1.548
 -22.296    1.000  165.527    1.024
  61.770    8.661  214.348    8.620
  11.388    1.762  186.990    1.795
  37.900    9.366  203.283    9.432
  75.745    8.480  226.173    8.370
  29.316    3.994  188.811    4.061
  66.103    7.453  210.823    7.369
 -76.937    2.305  193.531    2.289
 -32.673    1.392  169.923    1.448
 -55.056    0.972  158.790    1.016
 -74.826    1.123  164.074    1.162
 -15.217    1.195  163.968    1.232
  -3.378    2.050  189.882    2.100
  80.239    9.378  223.808    9.133
  58.363    8.296  237.328    7.760
  18.190    1.472  171.157    1.521
  92.166    6.163  221.614    6.011
  79.468    6.070  218.039    5.789
  63.585    5.467  220.857    5.450
  99.050    6.973  202.561    6.908
  74.314    8.241  226.136    7.950
  64.918    7.874  211.340    7.698
  47.359    8.747  201.533    8.868
  49.656    9.365  215.613    9.184
  74.121    7.917  193.294    8.122
  50.716    8.924  216.331    8.858
  84.618    8.938  240.754    8.426
  51.570    8.195  214.765    8.037
  42.877    5.630  208.225    5.549
   5.722    2.636  194.300    2.652
  94.996    6.424  227.251    6.285
  -7.637    5.720  221.761    5.666
  90.859    7.072  198.817    6.948
  33.375    9.171  205.674    9.271
  41.111    9.307  214.035    9.235
  87.129    7.619  229.981    7.286
  35.305    9.481  217.365    9.437
  76.602    4.626  195.929    4.707
  79.140    6.143  222.476    5.920
  18.105    1.055  163.187    1.096
  59.140    9.084  218.995    8.781
  86.024    9.289  233.196    9.094
 -57.471    7.243  226.983    6.980
   4.981    4.993  198.883    5.076
 -41.566    1.513  174.061    1.536
  86.826    7.370  200.597    7.253
  65.429    7.940  201.078    8.018
 -82.043    6.061  200.810    6.180
 -79.828   10.181  231.062    9.960
 -96.588    7.922  213.244    7.612
 -84.030    6.634  197.257    6.592
-114.553    7.545  191.760    7.545
-102.196    9.038  242.330    8.481
 -88.942    8.995  243.819    8.518
 -97.840    7.673  221.986    7.575
 -43.833    6.187  203.526    6.166
  -0.843    5.088  202.563    5.106
  45.610    5.040  187.393    5.062
-109.557    7.329  198.876    7.423
 -95.157    7.673  218.821    7.491
  56.630    5.607  228.713    5.352
 -82.871    1.766  187.753    1.763
 -82.825    1.170  168.434    1.194
 -87.819    8.111  209.064    7.876
 -86.355    8.429  214.194    8.423
-107.633    7.494  228.572    7.358
 -68.771    2.491  194.315    2.519
 -74.793    2.759  198.779    2.753
 -76.012    1.596  184.024    1.613
 -99.013    6.747  209.639    6.561
 -57.041    6.658  202.320    6.653
-100.219    9.121  212.941    8.862
 -91.310    7.229  211.832    7.107
 -96.242    2.336  210.034    2.299
 -84.259    7.154  233.236    6.640
 -64.185    6.742  211.160    6.818
-104.301    8.065  201.320    7.912
-104.344    8.321  183.420    8.374
-115.110    7.938  193.734    7.855
 -60.394    7.214  226.193    7.155
 -86.784    8.800  221.682    8.784
 -76.188    6.890  209.288    6.959
 -91.842    7.171  202.433    7.271
 -92.010    9.351  220.236    9.188
 -95.170    9.516  220.569    9.353
 -86.653    1.577  177.694    1.593
 -49.231    1.339  167.564    1.378
 -94.009    9.048  218.204    9.021
 -91.454    1.091  163.830    1.125
  -1.779    1.299  171.874    1.331
 -67.822    9.237  212.367    9.060
 -74.990    7.326  241.607    6.666
 -92.565    7.615  206.460    7.539
 -50.682    6.076  206.468    6.053
-120.950    9.808  217.299    9.767
 -47.963    6.943  240.964    6.382
 -98.830    1.211  165.500    1.256
 -56.659    6.020  201.200    6.157
-102.396   11.270  262.476   10.803
 -30.209    6.016  229.206    5.838
 -23.023    5.915  229.782    5.686
  17.876    5.904  226.782    5.779
  68.816    5.307  206.655    5.305
  21.059    5.512  220.735    5.440
 -32.366    6.639  239.126    6.177
 -91.951    7.113  224.068    6.856
 -69.406    7.451  216.033    7.474
 -32.523    6.009  209.011    6.042
 -88.770    7.714  217.528    7.602
 -85.787    6.186  201.007    6.162
 -69.994   10.098  229.972    9.466
 -90.287   10.256  224.994    9.780
  -8.374    5.075  208.740    5.113
 -23.446    6.275  210.794    6.207
 -87.012    9.911  229.287    9.619
  47.215    6.003  215.539    5.880
  79.941    5.850  219.215    5.714
  68.820    5.336  198.887    5.377
  78.021    5.702  200.153    5.672
  10.033    5.677  219.038    5.646
